Date;Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);SO2 (µg/m3);Tolueno (µg/m3)
04/12/2018;0,11;0,35;0,36;0,6;52;45;124;1,16;19;11;4,03
03/12/2018;0,22;0,3;0,28;0,27;24;41;78;0,76;10;8;2,14
02/12/2018;0,21;0,23;0,23;0,18;4;27;32;0,44;9;7;1,52
01/12/2018;0,34;0,27;0,27;0,25;9;41;54;0,49;14;11;1,72
30/11/2018;0,26;0,29;0,27;0,35;21;40;72;0,66;16;11;1,86
29/11/2018;;0,18;0,18;;4;27;32;;6;7;
28/11/2018;0,23;0,2;0,21;0,34;11;42;58;0,92;11;8;3,4
27/11/2018;0,17;0,28;0,28;0,49;33;47;97;0,74;17;11;2,52
26/11/2018;0,23;0,25;0,26;0,22;8;39;50;0,35;8;9;1,32
25/11/2018;0,18;0,23;0,21;0,15;7;24;33;0,17;8;9;0,75
24/11/2018;0,17;0,2;0,19;0,17;4;18;23;0,35;4;6;1,04
23/11/2018;0,23;0,21;0,23;0,25;6;28;38;0,56;7;7;1,32
22/11/2018;0,26;0,25;0,24;0,26;11;35;50;0,72;10;6;1,45
21/11/2018;0,4;0,31;0,31;0,33;22;39;71;1;12;9;2,12
20/11/2018;0,61;0,27;0,32;0,2;9;31;44;0,42;15;7;1,16
19/11/2018;0,39;0,37;0,28;0,33;25;37;74;0,92;17;8;2,01
18/11/2018;0,16;0,22;0,23;0,27;6;27;36;0,68;13;8;1,74
17/11/2018;0,17;0,26;0,27;0,42;15;42;64;1,47;24;11;3,09
16/11/2018;0,23;0,29;0,3;0,56;24;54;91;2,18;28;11;4,01
15/11/2018;0,2;0,29;0,28;0,51;24;49;86;1,99;29;8;3,55
14/11/2018;0,23;0,3;0,3;0,47;17;46;72;1,82;28;8;3,2
13/11/2018;0,14;0,28;0,27;0,25;23;40;74;1,02;15;7;2,01
12/11/2018;0,15;0,27;0,28;0,08;4;34;39;0,44;8;6;0,93
11/11/2018;0,09;0,23;0,22;0,08;1;15;17;0,66;12;5;1,39
10/11/2018;0,05;0,24;0,23;0,12;4;22;27;0,7;9;7;1,43
09/11/2018;0,15;0,2;0,21;0,2;9;28;42;0,96;7;6;1,61
08/11/2018;0,12;0,23;0,25;0,32;12;41;59;1,33;14;7;2,53
07/11/2018;0,11;0,27;0,25;0,19;12;36;55;0,91;14;6;1,76
06/11/2018;0,1;0,19;0,2;0,15;7;27;37;0,83;;6;1,54
05/11/2018;0,14;0,28;0,26;0,29;18;46;73;1,23;;8;2,23
04/11/2018;0,11;0,24;0,26;0,21;17;33;58;0,86;12;11;2,19
03/11/2018;0,13;0,25;0,24;0,18;19;38;67;0,77;16;8;1,48
02/11/2018;0,16;0,25;0,26;0,11;15;36;60;0,6;11;6;1,24
01/11/2018;0,2;0,29;0,28;0,13;10;34;48;0,62;11;7;1,28
31/10/2018;0,24;0,34;0,34;0,39;37;50;106;1,57;19;11;2,91
30/10/2018;;0,27;0,25;;21;52;84;;13;8;
29/10/2018;;0,18;0,18;;3;22;27;;7;5;
28/10/2018;0,33;0,19;0,18;0;4;26;32;0,13;5;6;0,4
27/10/2018;0,35;0,15;0,17;0;3;23;27;0,16;7;6;0,45
26/10/2018;0,47;0,29;0,29;0,19;16;36;60;0,77;21;10;1,63
25/10/2018;0,37;0,28;0,28;0,35;25;42;80;1,3;27;10;2,43
24/10/2018;0,42;0,31;0,33;0,3;22;41;74;1,2;28;7;2,4
23/10/2018;0,39;0,38;0,37;0,32;27;34;75;1,43;29;5;2,64
22/10/2018;0,5;0,3;0,3;0,05;3;25;29;0,31;23;5;1,05
21/10/2018;0,34;0,36;0,36;0,16;12;25;43;0,64;32;6;1,09
20/10/2018;0,36;0,35;0,34;0,19;6;35;43;0,69;37;6;1,53
19/10/2018;0,24;0,32;0,31;0,07;4;29;34;0,33;28;5;0,82
18/10/2018;1;0,3;0,31;0,22;10;39;54;0,84;26;6;1,89
17/10/2018;0,2;0,27;0,28;0,22;17;33;58;0,95;22;7;1,88
16/10/2018;0,31;0,32;0,31;0,31;24;37;74;1,19;28;9;2,2
15/10/2018;0,15;0,23;0,22;0,12;15;37;59;0,68;17;8;1,34
14/10/2018;0,34;0,19;0,2;0;3;21;24;0,18;10;5;0,5
13/10/2018;0,16;0,22;0,22;0,09;8;31;43;0,55;13;5;1,06
12/10/2018;0,1;0,19;0,2;0,13;4;29;34;0,67;10;6;1,19
11/10/2018;0,17;0,25;0,22;0,23;11;36;53;1,03;23;5;1,96
10/10/2018;0,57;0,2;0,2;0,29;12;44;62;1,32;17;5;2,86
09/10/2018;0,26;0,21;0,21;0,34;16;38;62;1,48;17;6;2,49
08/10/2018;0,38;0,23;0,23;0,09;8;30;42;0,48;12;5;1,16
07/10/2018;0,37;0,21;0,18;0,01;2;15;17;0,12;11;5;0,48
06/10/2018;0,28;0,24;0,27;0,2;8;31;44;0,81;27;9;1,7
05/10/2018;0,28;0,28;0,27;0,42;25;54;91;1,84;28;9;3,22
04/10/2018;0,2;0,28;0,29;0,48;28;49;92;1,93;31;10;3,06
03/10/2018;0,27;0,28;0,25;0,32;22;44;77;1,33;30;10;2,16
02/10/2018;0,15;0,17;0,16;0,18;14;34;55;0,69;23;7;1,33
01/10/2018;0,21;0,15;0,15;0;1;13;15;0,13;16;5;0,48
30/09/2018;0,24;0,13;;0,04;2;18;20;0,36;18;7;0,88
29/09/2018;0,31;;;0,12;3;18;23;0,48;25;5;1,23
28/09/2018;0,25;;;0,26;11;30;47;1,05;41;9;2,45
27/09/2018;0,13;0,72;0,7;0,47;9;44;57;1,78;29;6;3,32
26/09/2018;0,14;0,72;0,71;0,4;27;39;79;1,65;34;7;2,98
25/09/2018;0,2;0,62;0,63;0,17;19;28;56;0,76;22;7;1,6
24/09/2018;0,34;0,64;0,64;0,03;2;16;19;0,21;8;4;0,98
23/09/2018;0,12;0,64;0,66;0,13;9;21;35;0,54;27;9;1,29
22/09/2018;0,2;0,63;0,6;0,1;6;20;29;0,49;13;6;0,97
21/09/2018;0,25;0,63;0,63;0,27;14;26;47;1,12;28;7;2,22
20/09/2018;0,44;0,61;0,61;0,22;6;26;34;0,81;26;4;1,82
19/09/2018;0,14;0,61;0,59;0,25;10;25;40;1;29;5;2,75
18/09/2018;0,11;0,6;0,64;0,32;12;29;47;1,24;30;5;2,43
17/09/2018;0,13;0,58;0,56;0,24;9;35;49;0,94;25;5;1,96
16/09/2018;0,2;0,59;0,56;0,15;7;19;29;0,6;27;6;1,3
15/09/2018;0,13;0,35;0,32;0,06;3;17;21;0,39;13;5;0,91
14/09/2018;0,11;0,3;0,3;0,23;13;22;41;0,96;17;6;1,41
13/09/2018;0,25;0,32;0,33;0,1;3;20;24;0,56;14;4;1,21
12/09/2018;0,2;0,37;0,38;0,22;6;24;33;0,94;26;7;1,81
11/09/2018;0,13;0,33;0,3;0,34;13;36;55;1,2;32;8;2,57
10/09/2018;0,12;0,28;0,29;0,09;4;23;29;0,45;14;4;0,91
09/09/2018;0,13;0,35;0,35;0,07;2;16;18;0,37;18;6;0,86
08/09/2018;0,18;0,34;0,32;0,13;7;24;34;0,62;29;8;1,15
07/09/2018;0,21;0,35;0,39;0,11;4;22;28;0,59;15;4;1,34
06/09/2018;0,29;0,37;0,31;0,09;3;19;23;0,54;15;4;0,86
05/09/2018;0,33;0,37;0,38;0,36;9;31;45;1,33;27;6;2,01
04/09/2018;0,25;0,36;0,35;0,25;11;29;46;1,08;24;7;1,8
03/09/2018;0,24;0,33;0,32;0,17;9;26;39;0,76;22;7;1,61
02/09/2018;0,11;0,24;0,24;0,05;3;15;19;0,36;15;5;0,78
01/09/2018;0,15;0,25;0,25;0,11;6;16;25;0,51;15;6;0,99
31/08/2018;0,13;0,25;0,27;0,17;8;18;29;0,7;17;7;0,89
30/08/2018;0,19;0,28;0,28;0,14;8;20;32;0,68;18;6;1,16
29/08/2018;0,18;0,33;0,34;0,23;11;27;44;1,04;19;5;1,62
28/08/2018;0,12;0,35;0,32;0,17;9;21;34;0,74;27;6;1,39
27/08/2018;0,19;;;0,19;10;23;39;0,76;18;8;1,25
26/08/2018;0,13;;;0,01;5;18;25;0,25;11;5;0,54
25/08/2018;0,14;;;0,06;5;17;25;0,37;15;5;0,68
24/08/2018;0,21;;;0,01;3;17;21;0,29;11;4;0,61
23/08/2018;0,16;;;0,06;4;16;21;0,4;12;4;0,87
22/08/2018;0,15;0,37;0,36;0,18;10;21;36;0,81;30;6;1,51
21/08/2018;0,18;0,29;0,28;0,2;12;23;42;0,97;21;7;1,6
20/08/2018;0,12;0,27;0,25;0,15;11;22;38;0,73;15;5;1,14
19/08/2018;0,09;0,22;0,22;0,07;6;17;25;0,45;19;4;0,87
18/08/2018;0,1;0,2;0,2;0,12;9;18;31;0,58;19;5;0,88
17/08/2018;0,16;0,24;0,24;0,17;3;17;22;0,69;9;4;0,85
16/08/2018;0,09;0,28;0,27;0,19;10;19;34;0,7;22;5;1,23
15/08/2018;0,09;0,2;0,21;0,11;3;11;15;0,46;11;4;0,92
14/08/2018;0,13;0,23;0,21;0,01;4;12;18;0,19;9;4;0,52
13/08/2018;0,15;0,21;0,21;0,01;2;10;13;0,2;15;4;0,49
12/08/2018;0,15;0,29;0,28;0,06;4;17;22;0,32;18;7;0,92
11/08/2018;0,35;0,21;0,2;0,08;6;18;26;0,48;23;8;0,97
10/08/2018;0,06;0,17;0,17;0,09;8;18;30;0,4;17;8;0,99
09/08/2018;0,18;0,17;0,18;0,03;2;14;16;0,23;8;4;0,5
08/08/2018;0,07;0,23;0,23;0,05;5;15;22;0,28;19;6;0,85
07/08/2018;0,06;0,29;0,3;0,03;1;11;13;0,28;19;5;0,48
06/08/2018;0,08;0,38;0,37;0,18;5;31;39;0,75;41;8;1,33
05/08/2018;0,16;0,39;0,38;0,09;4;22;27;0,45;26;8;1
04/08/2018;0,11;0,41;0,43;0,18;5;22;30;0,71;35;8;1,34
03/08/2018;0,11;0,4;0,38;0,31;10;26;41;1,16;46;6;2,06
02/08/2018;0,18;0,3;0,27;0,19;6;20;30;0,82;30;5;1,26
01/08/2018;0,35;0,25;0,23;0,04;3;16;20;0,29;10;3;0,75
31/07/2018;0,23;0,27;0,28;0,09;5;16;24;0,54;18;6;1
30/07/2018;0,16;0,24;0,24;0,1;6;17;25;0,52;19;5;1,01
29/07/2018;0,1;0,23;0,23;0,01;2;10;13;0,22;16;3;0,71
28/07/2018;0,07;0,21;0,22;0,03;3;10;14;0,24;11;3;0,54
27/07/2018;0,18;0,29;0,29;0,1;4;19;25;0,56;24;3;1,15
26/07/2018;0,13;0,29;0,28;0,08;3;14;18;0,48;18;3;0,93
25/07/2018;0,11;0,35;0,4;0,01;1;11;13;0,18;16;3;0,62
24/07/2018;0,18;0,36;0,32;0,09;3;12;16;0,48;23;4;0,98
23/07/2018;0,17;0,25;0,26;0,14;12;21;39;0,64;27;9;1,34
22/07/2018;0,14;0,22;0,22;0,04;4;15;20;0,34;16;6;0,71
21/07/2018;0,13;0,22;0,21;0,01;2;16;19;0,22;12;4;0,57
20/07/2018;0,19;0,2;0,2;0,08;3;20;24;0,51;13;4;1,06
19/07/2018;0,39;0,3;0,3;0,07;2;13;17;0,42;16;3;0,99
18/07/2018;0,35;0,26;0,25;0,09;3;13;17;0,46;24;3;0,86
17/07/2018;0,11;0,19;0,22;0,12;11;14;30;0,59;23;8;1,25
16/07/2018;0,51;0,23;0,21;0,1;2;15;17;0,53;13;4;0,75
15/07/2018;0,25;0,27;0,27;0;1;11;12;0,23;22;3;0,57
14/07/2018;0,23;0,28;0,29;0,07;3;15;18;0,41;26;4;0,77
13/07/2018;0,3;0,28;0,26;0,28;7;22;32;0,82;42;5;1,49
12/07/2018;0,21;0,26;0,28;0,06;2;20;22;0,39;12;4;0,82
11/07/2018;0,22;0,31;0,3;0,12;4;21;27;0,62;37;4;1,29
10/07/2018;0,36;0,32;0,31;0,15;5;24;31;0,79;33;6;1,57
09/07/2018;0,67;0,31;0,31;0,12;7;21;32;0,67;24;6;1,47
08/07/2018;0,56;0,27;0,27;0,07;2;15;19;0,4;27;4;0,98
07/07/2018;0,34;0,27;0,25;0,09;4;18;23;0,47;25;3;0,88
06/07/2018;0,15;0,24;0,25;0,15;6;20;28;0,68;22;4;2,32
05/07/2018;0,24;0,24;0,22;0,09;4;16;21;0,51;17;4;1,13
04/07/2018;0,23;0,23;;0,11;4;22;27;0,57;14;2;1,02
03/07/2018;0,17;0,31;0,3;0,09;4;17;23;0,52;16;3;0,87
02/07/2018;0,28;0,28;0,28;0,18;8;26;38;0,89;24;4;2,07
01/07/2018;0,45;0,45;0,47;0,01;3;15;18;0,31;31;2;0,71
30/06/2018;0,46;0,33;0,33;0,27;7;31;41;1,07;40;3;1,69
29/06/2018;0,35;0,28;0,29;0,5;8;33;45;1,33;40;3;1,59
28/06/2018;0,29;0,27;0,23;0,1;5;24;30;0,56;16;3;1,44
27/06/2018;0,23;0,24;0,25;0,03;3;21;25;0,3;19;3;0,68
26/06/2018;0,22;0,29;0,28;0,14;10;29;45;0,65;31;7;1,39
25/06/2018;0,23;0,24;0,24;0,14;8;31;43;0,65;27;9;1,64
24/06/2018;0,58;0,22;0,26;0,08;5;28;35;0,44;27;11;1,02
23/06/2018;0,7;0,24;0,2;0,1;5;27;34;0,5;28;8;1,18
22/06/2018;0,11;0,17;0,17;0,07;2;18;21;0,37;19;2;0,58
21/06/2018;0,17;0,25;0,26;0,07;4;18;23;0,44;24;2;0,77
20/06/2018;0,36;0,25;0,25;0,2;14;21;42;0,84;29;3;1,54
19/06/2018;0,2;0,2;0,19;0,04;5;21;27;0,29;9;2;0,71
18/06/2018;0,21;0,2;0,21;0,06;10;24;39;0,43;22;8;1,26
17/06/2018;0,14;0,16;0,15;0,01;2;14;17;0,17;13;4;0,45
16/06/2018;0,26;0,17;0,18;0;2;11;14;0,13;9;2;0,34
15/06/2018;0,37;0,21;0,22;0,15;14;25;47;0,65;20;8;1,3
14/06/2018;0,12;0,16;0,17;0,07;7;20;30;0,4;14;4;1,95
13/06/2018;0,23;0,15;0,13;0;2;12;16;0,14;16;4;0,37
12/06/2018;0,42;0,14;0,14;0,04;2;17;20;0,28;19;3;0,85
11/06/2018;0,39;0,16;0,17;0,08;5;25;31;0,44;13;4;0,95
10/06/2018;0,12;0,14;0,14;0,01;4;25;32;0,3;11;4;0,66
09/06/2018;0,21;0,16;0,17;0,05;4;23;29;0,38;11;3;0,75
08/06/2018;0,28;0,24;0,24;0,23;17;40;65;0,98;25;8;1,9
07/06/2018;0,23;0,29;0,26;0,2;10;32;47;0,88;22;4;1,36
06/06/2018;0,19;0,17;0,17;0,11;11;23;39;0,51;19;7;0,85
05/06/2018;0,27;0,13;0,14;0,02;3;21;26;0,23;8;4;0,55
04/06/2018;0,71;0,17;0,16;0,04;4;25;30;0,3;9;3;0,79
03/06/2018;0,21;0,18;0,18;0,01;2;16;19;0,19;17;2;0,49
02/06/2018;0,28;0,19;0,19;0,01;3;18;21;0,23;12;2;0,52
01/06/2018;0,57;0,19;0,19;0,17;6;34;43;0,87;20;2;1,48
31/05/2018;0,28;0,16;0,16;0,09;4;28;33;0,54;16;2;1,04
30/05/2018;0,16;0,2;0,2;0,1;5;30;37;0,54;22;2;0,92
29/05/2018;0,13;0,2;0,2;0,13;7;32;43;0,64;17;3;1,12
28/05/2018;0,22;0,18;0,19;0,05;3;31;35;0,4;11;2;0,98
27/05/2018;0,25;0,28;0,28;0,08;4;22;28;0,39;17;4;0,82
26/05/2018;0,28;0,24;0,23;0,08;4;22;28;0,44;14;2;0,77
25/05/2018;0,41;0,27;0,26;0,23;8;42;53;0,99;21;2;1,4
24/05/2018;0,41;0,24;0,26;0,19;7;27;36;0,8;26;3;1,53
23/05/2018;0,32;0,32;0,38;0,31;11;42;58;1,3;;10;4,79
22/05/2018;0,28;0,35;0,34;0,15;11;33;49;0,72;;6;1,39
21/05/2018;0,94;0,3;0,25;1;10;32;46;2,31;25;5;1,87
20/05/2018;0,32;0,17;0,18;0;2;18;21;0,18;22;4;0,61
19/05/2018;0,96;0,24;0,23;0,96;4;21;26;2,14;26;5;1,6
18/05/2018;0,29;0,28;0,28;0,05;3;21;24;0,36;23;2;0,8
17/05/2018;0,23;0,25;0,23;0,15;11;26;43;0,66;19;8;1,17
16/05/2018;0,27;0,23;0,23;0,08;5;25;32;0,41;11;4;1,02
15/05/2018;0,16;0,17;0,16;0,03;3;16;20;0,24;8;2;0,86
14/05/2018;0,16;0,23;0,26;0,03;6;23;33;0,23;8;3;0,59
13/05/2018;0,2;0,35;0,31;0;2;15;18;0,09;6;2;0,26
12/05/2018;0,87;0,17;0,18;0,9;2;22;25;1,98;12;2;1,18
11/05/2018;0,27;0,23;0,22;0,1;6;29;38;0,49;26;5;1
10/05/2018;0,26;0,15;0,15;0,04;4;23;28;0,27;20;3;0,64
09/05/2018;0,21;0,24;0,23;0,11;9;31;44;0,57;21;4;1,16
08/05/2018;0,2;0,3;0,32;0,04;2;20;22;0,33;30;2;0,59
07/05/2018;0,3;0,37;0,36;0,22;13;36;57;0,94;35;13;1,53
06/05/2018;1,14;0,3;0,29;0,97;4;33;38;2,18;25;12;1,54
05/05/2018;0,29;0,26;0,26;0,07;5;24;31;0,39;21;3;0,76
04/05/2018;0,29;0,31;0,28;0;2;19;22;0,18;20;2;0,42
03/05/2018;0,29;0,19;0,19;0;2;14;18;0,12;16;2;0,27
02/05/2018;0,48;0,29;0,28;0,14;18;40;67;0,66;16;7;1,48
01/05/2018;0,22;0,17;0,17;0;3;21;25;0,19;9;2;0,43
30/04/2018;0,22;0,18;0,18;0;4;28;33;0,15;5;1;0,4
29/04/2018;0,24;0,15;0,15;0;2;17;19;0,15;6;4;0,33
28/04/2018;0,24;0,19;0,18;0,03;3;24;28;0,25;16;2;0,53
27/04/2018;0,25;0,21;0,21;0,2;16;31;55;0,94;25;7;1,3
26/04/2018;0,22;0,19;0,2;0,06;8;29;41;0,39;14;2;0,74
25/04/2018;0,22;0,3;0,29;0,02;2;18;21;0,19;12;1;0,35
24/04/2018;0,2;0,22;0,2;0,11;7;21;32;0,52;26;2;0,92
23/04/2018;0,2;0,23;0,27;0;2;18;21;0,14;21;1;0,33
22/04/2018;0,28;0,25;0,24;0,01;2;19;22;0,25;37;4;0,6
21/04/2018;0,31;0,17;0,17;0,09;5;29;36;0,54;46;3;1,48
20/04/2018;0,67;0,28;0,28;0,36;14;47;68;1,48;44;3;4,2
19/04/2018;0,66;0,28;0,3;0,46;20;55;85;1,84;38;4;3,53
18/04/2018;0,28;0,34;0,33;0,53;21;63;94;2,13;28;10;3,51
17/04/2018;0,33;0,26;0,25;0,31;15;56;78;1,29;19;10;2,08
16/04/2018;0,47;0,24;0,24;;5;32;39;0,41;15;4;0,84
15/04/2018;0,31;0,21;0,23;;1;17;18;0,2;13;2;0,38
14/04/2018;0,32;0,26;0,24;;8;41;53;0,62;16;8;1,12
13/04/2018;0,44;0,29;0,29;0,27;21;44;75;0,88;19;7;2,14
12/04/2018;0,26;0,23;0,21;;7;40;50;0,59;15;1;1,25
11/04/2018;0,24;0,21;0,2;;2;23;26;0,14;13;3;0,44
10/04/2018;0,33;0,2;0,2;;6;32;41;0,3;8;3;0,89
09/04/2018;0,47;0,32;0,32;;5;38;46;0,37;11;3;0,98
08/04/2018;0,24;0,24;0,25;;4;25;31;0,25;13;3;0,63
07/04/2018;0,43;0,28;0,23;;3;32;36;0,43;10;2;0,85
06/04/2018;0,32;0,22;0,23;;6;29;37;0,85;15;2;2,93
05/04/2018;0,31;0,27;0,26;0,24;11;39;56;0,85;15;3;2,02
04/04/2018;0,27;0,18;0,17;;4;16;21;0,12;7;2;0,32
03/04/2018;0,19;0,16;0,17;;4;17;21;0,36;6;1;0,55
02/04/2018;0,24;0,18;0,2;;3;19;23;0,11;9;3;0,36
01/04/2018;0,31;0,25;0,25;;5;31;38;0,23;15;6;0,65
31/03/2018;0,25;0,2;0,17;;2;16;18;0,1;9;3;0,25
30/03/2018;0,25;0,14;0,15;;2;14;17;0,11;3;1;0,23
29/03/2018;0,27;0,18;0,18;;3;21;25;0,15;10;3;0,42
28/03/2018;0,2;0,21;0,23;;14;27;48;0,65;17;4;1,16
27/03/2018;0,12;0,2;0,18;;5;26;34;0,3;15;5;0,83
26/03/2018;0,33;0,14;0,15;;4;30;36;0,32;16;4;0,76
25/03/2018;0,35;0,21;0,2;;1;16;18;0,09;6;2;0,24
24/03/2018;0,25;0,22;0,27;;2;18;21;0,14;10;2;0,28
23/03/2018;;0,57;0,51;0,31;18;50;77;1,03;19;10;2,14
22/03/2018;0,39;0,29;0,3;;6;35;43;0,45;17;5;0,93
21/03/2018;0,46;0,28;0,26;;7;19;29;0,12;14;3;0,38
20/03/2018;0,73;0,31;0,31;;2;16;18;0,11;15;3;0,36
19/03/2018;0,43;0,23;0,21;;4;35;39;0,36;7;6;0,7
18/03/2018;0,28;0,19;0,18;;1;16;18;0,1;4;3;0,25
17/03/2018;0,24;0,23;0,25;;3;22;26;0,2;10;5;0,42
16/03/2018;0,3;0,23;0,23;;7;33;42;0,4;11;6;0,78
15/03/2018;0,33;0,18;0,16;;4;22;27;0,28;6;3;0,53
14/03/2018;0,28;0,19;0,22;;7;25;35;0,67;17;4;1,43
13/03/2018;0,3;0,27;0,26;0,3;12;44;62;1,17;19;;1,95
12/03/2018;0,33;0,19;0,18;;2;21;24;0,14;16;;0,52
11/03/2018;0,3;0,15;0,14;;1;12;14;0,1;4;;0,23
10/03/2018;0,24;0,14;0,15;;3;16;20;0,16;4;;0,5
09/03/2018;0,32;0,21;0,22;;7;28;39;0,58;7;;1,33
08/03/2018;;0,21;0,22;;7;31;41;0,96;9;;1,47
07/03/2018;0,38;0,22;0,19;;7;36;46;0,42;13;4;1,09
06/03/2018;0,47;0,2;0,21;;4;27;33;0,34;8;4;0,76
05/03/2018;0,34;0,19;0,19;;3;24;29;0,21;7;3;0,52
04/03/2018;0,4;0,22;0,22;;3;22;27;0,2;5;4;0,59
03/03/2018;0,33;0,2;0,2;;3;21;26;0,22;4;3;0,5
02/03/2018;0,52;0,26;0,27;;14;37;57;0,66;10;4;1,69
01/03/2018;0,5;0,29;0,29;;13;35;54;0,58;8;4;1,75
28/02/2018;0,65;0,31;0,3;;10;38;53;0,42;16;6;1,1
27/02/2018;0,62;0,21;0,21;;5;27;35;0,18;16;4;0,53
26/02/2018;;0,32;0,36;;14;37;58;0,46;28;6;1,2
25/02/2018;;0,42;0,42;;12;32;49;0,4;33;11;0,96
24/02/2018;0,78;0,31;0,28;;5;30;38;0,35;20;4;0,92
23/02/2018;0,57;0,34;0,36;;30;42;87;1,52;31;10;2,94
22/02/2018;0,93;0,35;0,37;;10;33;47;0,44;23;4;1,14
21/02/2018;0,59;0,24;0,19;;2;17;20;0,14;16;3;0,43
20/02/2018;0,23;0,16;0,15;;2;14;17;0,23;16;3;0,32
19/02/2018;0,41;0,18;0,19;;3;28;32;0,2;12;5;0,67
18/02/2018;;0,26;0,25;;8;39;50;0,49;16;10;1,1
17/02/2018;0,33;0,16;0,16;;2;24;27;0,23;14;5;0,61
16/02/2018;;0,35;0,35;0,54;40;44;105;1,92;33;10;3,75
15/02/2018;;0,27;0,3;0,31;22;43;75;1,21;9;4;2,57
14/02/2018;;0,32;0,31;0,35;30;53;98;1,18;12;7;2,32
13/02/2018;;0,26;0,24;;16;46;70;0,66;11;6;1,23
12/02/2018;;0,2;0,19;;12;46;64;0,65;9;5;1,21
11/02/2018;0,41;0,25;0,28;;9;37;50;0,35;10;5;0,89
10/02/2018;;0,28;0,27;;13;50;69;0,62;14;5;1,65
09/02/2018;;0,32;0,33;;25;51;89;1,11;20;7;2,38
08/02/2018;;0,32;0,34;;26;55;95;1,05;15;6;2,14
07/02/2018;;0,39;0,37;;23;49;82;0,78;12;4;1,82
06/02/2018;0,68;0,28;0,29;;8;31;44;0,29;10;3;0,83
05/02/2018;0,57;0,31;0,3;;4;24;29;0,15;10;3;0,55
04/02/2018;0,42;0,22;0,21;;5;35;42;0,24;7;6;0,68
03/02/2018;0,43;0,22;0,22;;5;32;39;0,31;8;4;0,83
02/02/2018;0,54;0,23;0,21;;10;44;59;0,66;8;5;2,29
01/02/2018;;0,2;0,22;;9;43;56;0,56;12;6;3,69
31/01/2018;;0,37;0,38;0,39;33;42;91;1,3;34;12;2,8
30/01/2018;;0,32;0,32;0,34;24;46;82;1,39;26;9;2,7
29/01/2018;;0,35;0,35;0,36;39;44;103;1,36;26;16;2,95
28/01/2018;;0,28;0,27;0,2;22;38;72;0,79;21;13;1,48
27/01/2018;0,47;0,24;0,22;;8;21;33;0,38;13;3;0,68
26/01/2018;0,39;0,2;0,22;;4;26;32;0,27;12;5;0,79
25/01/2018;;0,21;0,21;;9;42;55;0,88;11;3;1,39
24/01/2018;;0,16;0,19;0,66;29;41;84;2,47;15;5;2,21
23/01/2018;0,33;0,31;0,32;0,46;42;41;106;1,87;20;10;2,8
22/01/2018;;0,32;0,31;0,49;53;42;122;1,99;18;5;3,42
21/01/2018;;0,29;0,29;;16;28;51;0,54;17;7;1,09
20/01/2018;;0,3;0,28;0,34;35;50;104;1,31;15;5;2,34
19/01/2018;;0,3;0,32;;17;48;74;1,01;;6;1,89
