Date;CO (mg/m3);CO 8h (mg/m3);NH3 (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
12/11/2018;0,23;0,23;2;8;40;51;9;5;2
11/11/2018;0,16;0,19;1;1;9;10;9;4;1
10/11/2018;0,29;0,23;2;3;19;23;11;6;3
09/11/2018;0,21;0,22;2;7;23;34;10;6;3
08/11/2018;0,2;0,22;3;8;33;44;13;7;4
07/11/2018;0,21;0,18;2;16;35;59;20;8;2
06/11/2018;0,15;0,18;3;4;14;19;4;3;1
05/11/2018;0,31;0,28;3;15;39;61;13;7;2
04/11/2018;0,28;0,29;2;9;27;40;13;10;5
03/11/2018;0,45;0,58;3;18;32;59;20;13;2
02/11/2018;0,5;0,53;3;30;36;82;23;13;2
01/11/2018;0,45;0,28;2;7;25;35;15;8;3
31/10/2018;0,34;0,38;2;37;47;102;21;11;3
30/10/2018;0,35;0,29;1;10;33;48;10;7;2
29/10/2018;0,16;0,16;1;3;16;20;5;3;2
28/10/2018;0,18;0,17;1;2;17;19;3;2;2
27/10/2018;0,13;0,13;2;2;16;18;6;4;2
26/10/2018;0,21;0,22;4;12;28;45;21;14;3
25/10/2018;0,31;0,33;5;33;40;90;35;17;3
24/10/2018;0,41;0,43;5;23;37;71;26;13;2
23/10/2018;0,7;0,81;4;51;44;121;49;20;2
22/10/2018;0,4;0,27;3;5;28;35;27;15;1
21/10/2018;0,55;0,57;4;12;24;42;30;22;2
20/10/2018;0,37;0,34;3;7;33;43;35;20;1
19/10/2018;0,27;0,26;4;4;31;37;;;2
18/10/2018;0,27;0,27;4;13;43;63;;;2
17/10/2018;0,26;0,26;4;22;33;67;23;12;3
16/10/2018;0,25;0,25;3;23;35;70;21;10;3
15/10/2018;0,28;0,31;2;17;34;59;16;8;2
14/10/2018;0,29;0,28;3;2;18;20;12;6;3
13/10/2018;0,24;0,19;4;2;12;15;8;4;1
12/10/2018;0,26;0,4;4;1;10;12;7;5;1
11/10/2018;0,38;0,24;5;7;33;44;23;11;1
10/10/2018;0,34;0,42;4;5;30;36;12;7;2
09/10/2018;0,29;0,21;2;13;32;52;13;9;2
08/10/2018;0,21;0,2;4;7;28;38;9;6;1
07/10/2018;0,19;0,18;5;1;11;13;11;4;4
06/10/2018;0,63;0,71;7;14;28;48;29;15;4
05/10/2018;0,86;0,92;7;18;49;75;37;20;4
04/10/2018;0,43;0,34;4;29;49;93;36;17;7
03/10/2018;0,37;0,34;3;31;47;93;35;16;6
02/10/2018;0,27;0,24;1;24;41;78;28;14;5
01/10/2018;0,2;0,2;3;4;13;19;11;6;1
30/09/2018;0,21;0,22;3;1;12;14;13;11;3
29/09/2018;0,33;0,33;5;5;22;30;22;16;2
28/09/2018;0,4;0,46;7;24;29;66;40;22;2
27/09/2018;0,33;0,27;5;10;36;52;29;14;3
26/09/2018;0,43;0,47;5;34;36;87;34;15;3
25/09/2018;0,38;0,33;2;26;33;73;21;12;3
24/09/2018;0,21;0,25;4;7;19;29;;5;2
23/09/2018;0,44;0,47;5;8;21;33;24;15;2
22/09/2018;0,36;0,31;5;8;26;38;14;11;2
21/09/2018;0,35;0,35;6;24;27;63;29;15;2
20/09/2018;0,42;0,43;9;16;32;55;26;14;1
19/09/2018;0,38;0,36;10;18;28;56;26;13;1
18/09/2018;0,49;0,53;11;22;31;65;32;17;1
17/09/2018;0,53;0,52;7;9;34;48;26;14;1
16/09/2018;0,42;0,43;6;6;20;29;26;16;1
15/09/2018;0,41;0,38;5;4;25;30;16;9;1
14/09/2018;0,3;0,29;5;16;23;48;12;7;1
13/09/2018;0,29;0,29;7;12;28;46;19;9;1
12/09/2018;0,46;0,52;9;14;25;45;29;15;1
11/09/2018;0,43;0,42;9;21;43;74;31;18;2
10/09/2018;0,43;0,44;12;19;36;65;16;10;1
09/09/2018;0,35;0,32;15;6;24;33;19;10;2
08/09/2018;0,35;0,36;23;12;32;50;21;11;2
07/09/2018;0,35;0,36;29;29;45;88;16;9;1
06/09/2018;0,35;0,32;20;16;39;62;16;9;2
05/09/2018;0,39;0,39;10;12;35;53;19;11;1
04/09/2018;0,42;0,41;4;15;34;56;23;11;2
03/09/2018;0,42;0,43;4;16;33;57;25;13;2
02/09/2018;0,32;0,32;4;3;22;27;17;10;2
01/09/2018;0,32;0,34;4;7;19;29;13;8;1
31/08/2018;0,35;0,33;4;10;23;38;15;10;2
30/08/2018;0,67;0,69;5;21;24;57;19;12;2
29/08/2018;0,34;0,34;2;16;29;53;24;10;2
28/08/2018;0,34;0,33;1;8;24;37;18;11;2
27/08/2018;0,3;0,28;1;13;28;46;16;9;3
26/08/2018;0,26;0,25;1;3;15;19;8;5;2
25/08/2018;0,33;0,32;1;5;14;21;15;7;2
24/08/2018;0,25;0,24;2;3;13;17;14;6;1
23/08/2018;0,26;0,27;3;7;15;26;11;8;1
22/08/2018;0,39;0,4;2;11;22;39;21;11;2
21/08/2018;0,28;0,27;2;12;24;42;19;9;3
20/08/2018;0,25;0,26;2;9;20;33;11;7;2
19/08/2018;0,32;0,32;2;5;18;25;14;7;1
18/08/2018;0,37;0,38;1;10;17;32;14;6;1
17/08/2018;0,23;0,22;2;5;15;22;;4;1
16/08/2018;0,27;0,29;2;10;17;32;18;8;2
15/08/2018;0,33;0,33;1;4;13;18;10;5;1
14/08/2018;0,23;0,21;1;4;13;19;7;3;2
13/08/2018;0,21;0,25;1;4;11;16;;4;1
12/08/2018;0,32;0,29;1;3;15;19;14;10;3
11/08/2018;0,25;0,25;1;4;18;24;14;7;3
10/08/2018;0,25;0,25;1;11;21;38;13;7;3
09/08/2018;0,21;0,2;1;2;16;19;7;3;4
08/08/2018;0,25;0,24;1;6;14;22;13;;2
07/08/2018;0,23;0,26;3;3;11;15;16;;1
06/08/2018;0,4;0,4;2;5;32;40;40;;4
05/08/2018;0,35;0,34;2;2;19;22;27;;6
04/08/2018;0,32;0,32;3;4;19;24;28;;6
03/08/2018;0,56;0,58;3;12;31;49;36;;2
02/08/2018;0,37;0,33;1;14;26;47;24;9;2
01/08/2018;0,27;0,26;1;5;20;27;10;7;1
31/07/2018;0,28;0,27;1;4;13;19;14;5;6
30/07/2018;0,27;0,29;1;8;18;29;15;9;3
29/07/2018;0,24;0,23;1;2;12;15;13;6;1
28/07/2018;0,23;0,24;1;2;12;15;11;5;1
27/07/2018;0,29;0,29;2;7;18;28;14;9;1
26/07/2018;0,34;0,35;2;10;18;33;17;8;1
25/07/2018;0,28;0,27;2;4;11;16;10;6;1
24/07/2018;0,27;0,27;2;8;17;29;15;11;4
23/07/2018;0,3;0,29;1;14;23;44;20;10;3
22/07/2018;0,31;0,37;1;5;18;25;12;7;2
21/07/2018;0,28;0,23;1;2;15;17;10;5;2
20/07/2018;0,24;0,24;2;5;19;26;14;7;1
19/07/2018;0,28;0,28;2;8;18;29;16;7;1
18/07/2018;0,26;;3;7;17;27;17;9;1
17/07/2018;0,25;0,25;1;12;17;35;14;7;4
16/07/2018;0,22;0,23;2;5;15;22;12;8;3
15/07/2018;0,28;0,28;2;2;12;16;17;13;2
14/07/2018;0,32;0,31;2;3;17;22;19;14;2
13/07/2018;0,37;0,38;2;15;27;49;32;13;2
12/07/2018;0,26;0,25;3;8;23;35;12;8;2
11/07/2018;0,29;0,29;2;7;20;30;24;14;3
10/07/2018;0,26;0,27;2;7;21;32;28;15;4
09/07/2018;0,3;0,31;3;11;21;37;21;15;4
08/07/2018;0,29;0,28;3;2;15;19;17;12;2
07/07/2018;0,33;0,36;3;3;17;21;18;11;1
06/07/2018;0,39;;3;20;31;60;33;16;1
05/07/2018;0,27;0,25;2;11;22;38;16;10;2
04/07/2018;0,23;0,23;3;6;21;30;;6;2
03/07/2018;0,25;0,25;3;9;16;29;11;9;2
02/07/2018;0,38;0,38;3;10;23;37;16;9;2
01/07/2018;0,27;0,3;4;1;11;13;17;12;2
30/06/2018;0,45;0,45;3;5;26;34;26;15;2
29/06/2018;0,35;0,34;3;8;28;40;24;12;2
28/06/2018;0,22;0,23;4;8;18;30;10;7;2
27/06/2018;0,3;0,3;4;6;22;30;16;9;2
26/06/2018;0,52;0,54;5;14;29;50;27;15;2
25/06/2018;0,48;0,49;5;15;40;62;25;13;2
24/06/2018;0,56;0,59;3;5;31;38;30;21;2
23/06/2018;0,33;0,27;1;7;26;36;20;13;6
22/06/2018;0,19;0,2;3;4;16;22;12;8;1
21/06/2018;0,28;0,29;4;9;20;33;18;12;1
20/06/2018;0,4;0,42;4;21;20;52;24;13;2
19/06/2018;0,26;0,25;2;9;21;35;9;6;1
18/06/2018;0,23;0,23;1;11;19;35;16;8;4
17/06/2018;0,23;0,22;1;4;14;19;9;5;2
16/06/2018;0,2;0,19;1;3;10;13;5;4;1
15/06/2018;0,28;0,28;2;19;21;51;18;9;4
14/06/2018;0,21;0,2;1;12;19;38;11;8;5
13/06/2018;0,18;0,16;1;6;11;20;11;7;2
12/06/2018;0,2;0,2;2;5;14;22;13;9;3
11/06/2018;0,19;0,19;1;6;18;27;7;5;1
10/06/2018;0,19;0,19;1;4;17;22;7;5;2
09/06/2018;0,2;0,21;2;4;15;20;9;5;2
08/06/2018;0,28;0,27;2;22;37;70;24;13;4
07/06/2018;0,24;0,23;1;12;30;49;18;11;2
06/06/2018;0,24;0,24;1;17;21;47;17;9;3
05/06/2018;0,18;0,18;2;8;20;33;6;5;3
04/06/2018;0,19;0,18;2;11;25;42;7;5;2
03/06/2018;0,21;0,2;1;3;13;17;13;10;1
02/06/2018;0,21;0,22;2;4;15;21;8;7;1
01/06/2018;0,25;0,25;2;16;33;56;19;10;1
31/05/2018;0,21;0,21;3;10;29;43;14;9;1
30/05/2018;0,26;0,26;3;17;30;56;22;13;1
29/05/2018;0,23;0,22;2;11;27;43;13;10;2
28/05/2018;0,2;0,2;3;7;27;38;9;7;1
27/05/2018;0,32;0,35;4;3;17;22;12;9;1
26/05/2018;0,33;0,3;4;5;23;30;15;9;1
25/05/2018;0,32;0,31;5;13;37;55;19;12;2
24/05/2018;0,37;0,36;6;13;25;44;25;18;2
23/05/2018;0,3;0,28;6;13;34;53;30;18;9
22/05/2018;0,67;0,7;6;22;34;67;36;19;5
21/05/2018;0,3;0,27;3;11;35;51;21;14;4
20/05/2018;0,2;0,2;3;3;18;21;17;12;3
19/05/2018;0,24;0,24;3;4;21;26;21;16;5
18/05/2018;0,21;0,21;5;6;17;25;19;13;2
17/05/2018;0,21;0,21;3;15;24;46;17;11;6
16/05/2018;0,28;0,3;3;10;28;42;10;5;2
15/05/2018;0,18;0,17;1;3;12;16;6;4;3
14/05/2018;0,24;0,23;1;8;20;33;5;4;2
13/05/2018;0,21;0,2;1;2;14;17;5;3;4
12/05/2018;0,18;0,19;;;;;10;5;3
11/05/2018;0,2;0,2;2;4;;;22;9;3
10/05/2018;0,18;0,17;3;3;20;24;19;9;1
09/05/2018;0,28;0,29;5;9;28;40;20;12;2
08/05/2018;0,23;0,25;5;2;18;21;23;16;1
07/05/2018;0,59;0,6;6;21;32;64;35;13;4
06/05/2018;0,33;0,32;4;3;27;31;29;17;4
05/05/2018;0,23;0,19;2;4;23;28;16;9;1
04/05/2018;0,17;0,16;1;1;12;14;16;6;1
03/05/2018;0,15;0,15;1;1;11;12;12;5;1
02/05/2018;0,26;0,27;2;17;33;59;17;9;5
01/05/2018;0,19;0,19;1;1;15;16;8;5;1
30/04/2018;0,19;0,18;1;2;22;25;3;3;1
29/04/2018;0,16;0,17;3;1;9;10;3;3;2
28/04/2018;0,27;0,26;4;3;26;30;16;7;1
27/04/2018;0,39;0,4;4;19;25;54;25;10;2
26/04/2018;0,35;0,35;3;18;31;58;17;9;1
25/04/2018;0,18;0,19;4;3;16;21;11;7;1
24/04/2018;0,27;0,27;6;9;20;34;27;14;1
23/04/2018;0,26;0,24;5;3;17;21;26;13;1
22/04/2018;0,27;0,27;9;2;17;19;36;15;2
21/04/2018;0,26;0,34;7;2;19;22;49;15;2
20/04/2018;0,4;0,33;7;6;30;39;35;18;2
19/04/2018;0,28;0,29;11;10;39;54;40;15;5
18/04/2018;0,31;0,3;6;24;50;86;33;16;7
17/04/2018;0,49;0,58;3;13;45;64;20;10;5
16/04/2018;0,36;0,24;2;6;29;38;16;7;2
15/04/2018;0,19;0,21;3;2;14;15;11;6;2
14/04/2018;0,29;0,26;2;7;30;40;12;8;4
13/04/2018;0,28;;3;19;34;62;17;11;7
12/04/2018;0,26;0,23;2;9;31;44;14;8;2
11/04/2018;0,19;0,19;3;5;18;25;12;5;1
10/04/2018;0,32;0,32;4;11;31;48;7;4;2
09/04/2018;0,61;0,66;5;11;26;42;16;7;1
08/04/2018;0,28;0,26;4;2;16;19;9;7;3
07/04/2018;0,29;0,27;4;3;23;27;8;5;2
06/04/2018;0,2;0,24;4;4;18;23;15;8;3
05/04/2018;0,29;0,24;1;11;29;45;15;7;5
04/04/2018;0,16;0,15;2;4;11;16;6;2;2
03/04/2018;0,15;0,15;3;3;9;13;4;3;1
02/04/2018;0,15;0,15;2;1;8;9;4;4;2
01/04/2018;0,21;0,21;1;2;16;19;8;6;5
31/03/2018;0,18;0,17;1;2;9;12;7;3;3
30/03/2018;0,14;0,14;1;1;5;7;2;2;1
29/03/2018;0,18;0,18;2;2;15;18;8;4;2
28/03/2018;0,18;0,19;4;13;21;42;15;8;6
27/03/2018;0,15;0,15;4;8;20;33;14;8;5
26/03/2018
25/03/2018
24/03/2018;0,2;0,19;2;1;10;11;9;5;5
23/03/2018;0,39;0,42;4;19;43;72;21;11;5
22/03/2018;0,25;0,21;2;15;36;58;19;10;4
21/03/2018;0,22;0,23;2;19;24;53;13;7;2
20/03/2018;0,26;0,27;2;5;15;23;11;8;4
19/03/2018;0,25;0,24;2;7;26;36;6;5;6
18/03/2018;0,2;0,19;1;1;12;13;3;2;3
17/03/2018;0,29;0,36;2;4;18;24;11;5;4
16/03/2018;0,39;0,35;2;7;26;36;13;7;2
15/03/2018;0,16;0,15;2;2;12;14;5;3;1
14/03/2018;0,16;0,3;3;3;15;19;10;7;1
13/03/2018;0,55;0,44;2;16;40;65;26;12;4
12/03/2018;0,2;0,2;1;3;18;21;16;6;3
11/03/2018;0,18;0,16;1;0;7;7;4;3;1
10/03/2018;0,15;0,15;3;1;8;9;3;2;1
09/03/2018;0,17;0,17;4;3;16;21;3;3;1
08/03/2018;0,2;0,24;2;4;18;23;6;5;2
07/03/2018;0,29;0,24;2;12;33;50;18;8;3
06/03/2018;0,21;0,21;2;4;16;22;6;4;2
05/03/2018;0,17;0,18;4;4;17;23;6;3;2
04/03/2018;0,23;0,21;4;2;17;19;5;3;1
03/03/2018;0,15;0,16;4;1;8;9;2;2;1
02/03/2018;0,41;0,41;4;19;35;63;12;7;2
01/03/2018;0,2;0,21;;;;;5;5;2
28/02/2018;0,37;0,39;3;11;30;46;17;11;5
27/02/2018;0,34;0,33;2;24;42;79;29;17;5
26/02/2018;0,46;0,52;6;30;46;91;37;22;5
25/02/2018;0,58;0,55;6;13;40;59;44;28;6
24/02/2018;0,4;0,37;5;6;30;39;23;17;4
23/02/2018;0,44;0,43;4;40;44;105;34;19;8
22/02/2018;0,3;0,28;5;11;32;49;23;16;4
21/02/2018;0,2;0,18;6;8;18;30;;7;1
20/02/2018;0,15;0,15;8;5;14;21;;5;1
19/02/2018;0,18;0,19;12;7;21;31;;5;2
18/02/2018;0,24;0,25;4;6;21;31;10;7;8
17/02/2018;0,18;0,17;3;3;16;20;10;5;4
16/02/2018;0,42;0,41;7;49;36;111;44;17;6
15/02/2018;0,19;0,26;5;6;18;27;;3;3
14/02/2018;0,38;0,34;5;14;33;55;9;7;4
13/02/2018;0,31;0,48;3;7;30;40;10;6;4
12/02/2018;0,62;0,42;2;20;45;74;12;8;5
11/02/2018;0,21;0,25;4;4;20;26;5;4;3
10/02/2018;0,21;0,2;3;4;27;32;12;5;4
09/02/2018;0,27;0,29;3;20;40;69;15;9;5
08/02/2018;0,28;0,3;3;18;48;74;11;9;7
07/02/2018;0,39;0,36;2;23;45;80;12;10;6
06/02/2018;0,27;0,24;2;15;28;50;8;6;5
05/02/2018;0,27;0,29;2;13;25;44;7;6;5
04/02/2018;0,23;0,21;1;5;25;33;6;5;7
03/02/2018;0,21;0,22;1;3;18;22;8;5;8
02/02/2018;0,27;0,27;1;11;34;50;6;5;8
01/02/2018;0,24;0,26;4;9;31;44;12;7;8
31/01/2018;0,3;0,31;14;27;33;74;27;18;17
30/01/2018;0,39;;14;35;43;97;27;17;11
29/01/2018;0,34;0,35;1;36;38;92;24;15;17
28/01/2018;0,43;;0;23;35;69;28;18;7
27/01/2018;0,23;0,19;1;9;21;34;13;6;5
26/01/2018;0,22;0,25;1;8;24;35;10;6;8
25/01/2018;0,22;0,19;1;10;38;53;8;6;7
24/01/2018;0,15;;1;10;25;39;7;6;5
23/01/2018;0,26;0,24;1;32;39;88;12;8;7
22/01/2018;0,27;0,28;1;42;40;103;11;8;7
21/01/2018;0,23;0,21;0;14;26;47;15;7;7
20/01/2018;0,27;0,26;0;11;34;51;14;6;5
19/01/2018;0,23;0,23;1;17;39;64;18;8;7
18/01/2018;0,28;0,28;1;37;51;107;;;10
17/01/2018;0,21;0,2;2;15;44;66;;;6
16/01/2018;0,22;0,2;1;14;32;53;12;6;6
15/01/2018;0,17;0,19;1;9;27;40;3;3;6
14/01/2018;0,22;0,22;0;3;24;28;4;3;6
13/01/2018;0,17;0,17;1;3;18;23;4;4;4
12/01/2018;;;2;55;62;145;;;7
11/01/2018;;;1;6;27;36;;;4
10/01/2018;0,17;0,17;1;8;22;34;3;3;2
09/01/2018;0,16;0,18;1;4;14;20;3;3;3
08/01/2018;0,26;0,26;0;25;44;82;6;7;6
07/01/2018;0,33;0,28;0;15;34;56;9;8;4
06/01/2018;0,23;0,2;0;3;27;31;4;3;3
05/01/2018;0,19;;1;9;31;43;6;3;2
04/01/2018;;0,27;1;34;33;85;19;9;4
03/01/2018;0,29;0,31;1;39;44;103;25;9;3
02/01/2018;0,28;0,24;0;18;32;59;7;4;2
01/01/2018;0,14;0,13;0;1;7;8;14;4;2
