Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
25/09/2016;1;14;15;7;11
24/09/2016;2;19;22;19;4
23/09/2016;9;33;47;10;4
22/09/2016;6;21;30;11;5
21/09/2016;13;25;45;8;4
20/09/2016;5;32;39;4;6
19/09/2016;7;16;27;;5
18/09/2016;1;6;7;;4
17/09/2016;1;6;7;3;4
16/09/2016;2;11;13;;4
15/09/2016;1;6;7;;4
14/09/2016;9;23;36;;7
13/09/2016;11;28;44;;5
12/09/2016;3;26;30;21;5
11/09/2016;3;23;27;16;7
10/09/2016;5;26;34;17;13
09/09/2016;5;22;29;14;7
08/09/2016;2;18;21;8;6
07/09/2016;10;33;48;30;7
06/09/2016;16;39;62;25;6
05/09/2016;14;25;46;;8
04/09/2016;2;23;26;21;8
03/09/2016;4;26;33;17;7
02/09/2016;9;22;35;16;3
01/09/2016;9;21;35;17;3
31/08/2016;7;17;27;13;3
30/08/2016;3;15;18;10;5
29/08/2016;1;10;12;7;4
28/08/2016;1;7;8;12;2
27/08/2016;2;16;18;19;3
26/08/2016;2;13;16;18;3
25/08/2016;7;23;32;24;4
24/08/2016;3;18;23;29;3
23/08/2016;2;23;26;22;11
22/08/2016;11;36;52;17;4
21/08/2016;2;13;16;11;4
20/08/2016;1;10;11;12;4
19/08/2016;8;19;31;15;5
18/08/2016;1;11;12;10;5
17/08/2016;1;13;14;20;2
16/08/2016;2;16;18;20;2
15/08/2016;2;19;22;17;4
14/08/2016;3;21;26;19;6
13/08/2016;4;31;37;21;8
12/08/2016;9;26;39;17;7
11/08/2016;2;14;16;10;4
10/08/2016;1;10;12;13;4
09/08/2016;1;5;6;8;2
08/08/2016;10;18;33;11;3
07/08/2016;2;12;15;9;2
06/08/2016;4;12;18;7;3
05/08/2016;7;12;22;8;2
04/08/2016;8;18;30;11;4
03/08/2016;10;23;38;19;11
02/08/2016;12;25;43;12;4
01/08/2016;3;11;15;5;8
31/07/2016;1;7;8;5;17
30/07/2016;1;9;10;5;2
29/07/2016;11;19;35;10;2
28/07/2016;3;17;21;8;3
27/07/2016;1;9;11;7;1
26/07/2016;3;12;15;;1
25/07/2016;2;12;15;;2
24/07/2016;1;7;8;;2
23/07/2016;1;6;8;;2
22/07/2016;1;7;9;5;2
21/07/2016;8;27;38;12;3
20/07/2016;1;11;13;23;2
19/07/2016;1;14;16;20;6
18/07/2016;2;27;30;22;4
17/07/2016;2;21;24;16;4
16/07/2016;3;19;23;12;4
15/07/2016;9;21;35;14;3
14/07/2016;5;14;21;7;6
13/07/2016;1;7;9;7;3
12/07/2016;2;12;15;8;4
11/07/2016;1;13;15;10;1
10/07/2016;1;9;11;16;2
09/07/2016;1;11;13;12;1
08/07/2016;1;9;9;9;1
07/07/2016;1;10;12;13;1
06/07/2016;2;11;14;8;1
05/07/2016;1;7;9;6;1
04/07/2016;0;6;7;9;1
03/07/2016;1;10;12;7;3
02/07/2016;0;4;5;5;2
01/07/2016;3;15;19;14;3
30/06/2016;20;17;47;13;4
29/06/2016;5;18;25;9;3
28/06/2016;9;16;29;13;5
27/06/2016;7;12;22;12;3
26/06/2016;0;5;5;7;2
25/06/2016;0;2;2;8;1
24/06/2016;1;8;8;9;0
23/06/2016;6;13;21;18;1
22/06/2016;5;17;24;18;2
21/06/2016;16;24;47;26;10
20/06/2016;11;25;41;12;10
19/06/2016;1;5;6;6;3
18/06/2016;0;4;5;6;3
17/06/2016;1;9;10;7;9
16/06/2016;2;11;13;8;18
15/06/2016;4;16;22;7;3
14/06/2016;1;9;11;12;4
13/06/2016;2;11;14;12;4
12/06/2016;3;21;25;12;5
11/06/2016;1;12;13;10;3
10/06/2016;1;12;14;10;3
09/06/2016;8;24;36;29;2
08/06/2016;9;25;39;24;1
07/06/2016;11;21;37;24;2
06/06/2016;5;15;23;18;1
05/06/2016;1;14;16;16;1
04/06/2016;0;11;11;13;0
03/06/2016;4;18;24;16;2
02/06/2016;3;18;23;18;3
01/06/2016;1;8;8;12;5
31/05/2016;1;8;9;19;4
30/05/2016;2;11;13;8;3
29/05/2016;0;7;7;5;2
28/05/2016;1;8;8;11;1
27/05/2016;7;21;30;16;2
26/05/2016;3;19;23;13;2
25/05/2016;11;26;42;16;5
24/05/2016;7;25;36;15;5
23/05/2016;2;12;13;13;4
22/05/2016;1;8;9;11;6
21/05/2016;1;17;19;17;6
20/05/2016;16;36;59;14;4
19/05/2016;1;14;15;8;8
18/05/2016;2;17;20;15;10
17/05/2016;6;18;26;18;3
16/05/2016;1;10;11;16;2
15/05/2016;0;5;5;15;1
14/05/2016;0;5;5;7;2
13/05/2016;1;14;16;7;3
12/05/2016;11;32;48;14;7
11/05/2016;2;16;19;7;3
10/05/2016;1;7;8;4;1
09/05/2016;3;17;21;6;1
08/05/2016;1;6;7;7;
07/05/2016;1;15;16;7;2
06/05/2016;3;20;24;15;3
05/05/2016;8;41;51;31;8
04/05/2016;13;33;53;22;8
03/05/2016;8;21;33;15;6
02/05/2016;7;19;30;10;6
01/05/2016;0;6;6;6;6
30/04/2016;0;4;4;9;7
29/04/2016;9;24;38;14;6
28/04/2016;2;18;20;6;5
27/04/2016;1;13;14;8;5
26/04/2016;5;18;25;9;6
25/04/2016;4;20;26;9;7
24/04/2016;0;7;7;7;3
23/04/2016;1;12;14;10;6
22/04/2016;27;38;78;19;5
21/04/2016;1;19;21;6;4
20/04/2016;2;18;20;7;4
19/04/2016;18;36;63;20;7
18/04/2016;2;23;26;9;4
17/04/2016;0;9;10;6;4
16/04/2016;1;13;15;7;6
15/04/2016;4;23;29;8;4
14/04/2016;1;9;10;5;4
13/04/2016;1;6;7;3;4
12/04/2016;1;7;9;3;4
11/04/2016;2;8;10;3;4
10/04/2016;1;10;11;5;4
09/04/2016;1;21;23;6;5
08/04/2016;2;11;13;6;6
07/04/2016;1;11;12;8;4
06/04/2016;5;21;29;7;5
05/04/2016;1;10;12;6;4
04/04/2016;4;18;24;5;5
03/04/2016;1;5;5;4;4
02/04/2016;3;26;31;9;6
01/04/2016;3;26;28;7;5
31/03/2016;1;8;9;6;3
30/03/2016;1;15;16;8;3
29/03/2016;6;30;39;11;5
28/03/2016;1;14;14;12;5
27/03/2016;1;9;10;4;4
26/03/2016;1;10;11;6;4
25/03/2016;4;35;41;19;6
24/03/2016;1;14;15;22;6
23/03/2016;1;12;13;19;5
22/03/2016;1;14;15;17;4
21/03/2016;3;18;23;18;4
20/03/2016;1;17;19;7;3
19/03/2016;5;46;52;14;6
18/03/2016;20;47;76;22;7
17/03/2016;17;41;67;21;8
16/03/2016;1;17;19;21;7
15/03/2016;6;33;41;15;6
14/03/2016;2;26;29;25;5
13/03/2016;0;11;12;28;6
12/03/2016;1;13;14;14;4
11/03/2016;2;15;17;6;4
10/03/2016;1;7;8;9;4
09/03/2016;1;8;10;8;5
08/03/2016;12;23;41;9;5
07/03/2016;1;10;11;4;4
06/03/2016;0;6;7;3;6
05/03/2016;1;8;9;3;7
04/03/2016;2;20;23;6;7
03/03/2016;2;22;24;13;17
02/03/2016;2;14;18;12;11
01/03/2016;2;17;19;13;7
29/02/2016;1;8;9;18;3
28/02/2016;0;8;8;23;3
27/02/2016;1;8;9;9;6
26/02/2016;5;20;28;6;4
25/02/2016;2;15;18;4;9
24/02/2016;15;26;48;18;5
23/02/2016;3;24;28;11;10
22/02/2016;11;30;46;30;11
21/02/2016;7;35;45;22;7
20/02/2016;15;46;68;19;12
19/02/2016;25;44;82;12;7
18/02/2016;2;14;17;5;9
17/02/2016;14;29;50;11;6
16/02/2016;2;21;24;9;5
15/02/2016;1;9;10;9;4
14/02/2016;1;14;16;5;20
13/02/2016;2;26;29;11;4
12/02/2016;3;29;33;5;3
11/02/2016;6;33;40;8;9
10/02/2016;5;39;46;6;7
09/02/2016;1;9;11;5;5
08/02/2016;1;9;10;5;4
07/02/2016;1;11;12;6;14
06/02/2016;1;8;9;10;4
05/02/2016;15;45;67;14;7
04/02/2016;45;54;122;18;6
03/02/2016;1;12;12;7;4
02/02/2016;7;27;37;24;5
01/02/2016;15;33;54;19;11
31/01/2016;2;13;16;12;9
30/01/2016;9;23;36;18;5
29/01/2016;7;33;43;14;4
28/01/2016;7;20;31;6;3
27/01/2016;1;7;8;11;3
26/01/2016;22;38;71;24;6
25/01/2016;2;17;19;13;2
24/01/2016;7;21;31;12;5
23/01/2016;37;41;97;26;7
22/01/2016;14;28;49;7;4
21/01/2016;4;19;25;6;4
20/01/2016;32;59;107;20;7
19/01/2016;2;20;23;6;4
18/01/2016;1;11;13;4;4
17/01/2016;6;32;40;13;5
16/01/2016;0;12;12;7;3
15/01/2016;1;11;13;6;3
14/01/2016;1;12;14;3;2
13/01/2016;18;24;51;12;6
12/01/2016;4;16;22;5;10
11/01/2016;5;24;31;6;7
10/01/2016;2;12;16;4;3
09/01/2016;3;18;22;6;4
08/01/2016;19;45;74;6;6
07/01/2016;4;23;29;4;3
06/01/2016;3;8;12;5;9
05/01/2016;3;11;16;5;10
04/01/2016;9;23;37;7;12
03/01/2016;2;9;13;4;12
02/01/2016;6;19;28;7;9
01/01/2016;5;18;25;11;5
