Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);PM2,5 (µg/m3);SO2 (µg/m3)
10/04/2016;2;12;15;7;6;4
09/04/2016;2;20;25;8;6;4
08/04/2016;7;20;31;10;3;3
07/04/2016;8;28;40;14;4;3
06/04/2016;18;29;57;17;9;5
05/04/2016;8;25;37;13;4;3
04/04/2016;7;20;31;;4;3
03/04/2016;2;9;12;;3;3
02/04/2016;3;28;33;8;;5
01/04/2016;9;33;47;8;6;4
31/03/2016;7;21;32;10;;3
30/03/2016;12;32;51;14;;5
29/03/2016
28/03/2016
27/03/2016
26/03/2016
25/03/2016;4;31;38;20;13;5
24/03/2016;5;18;27;22;12;4
23/03/2016;7;29;40;23;10;4
22/03/2016;10;30;46;21;10;4
21/03/2016;23;34;70;23;20;4
20/03/2016;3;18;23;9;8;3
19/03/2016;4;36;43;16;14;6
18/03/2016;20;43;74;24;19;6
17/03/2016;20;40;70;25;20;7
16/03/2016;8;34;47;23;15;4
15/03/2016;6;31;41;18;13;4
14/03/2016;12;34;52;29;19;4
13/03/2016;1;14;17;27;20;4
12/03/2016;3;22;26;17;10;4
11/03/2016;13;34;53;13;5;5
10/03/2016;6;20;30;13;5;3
09/03/2016;4;15;22;12;5;3
08/03/2016;14;28;50;12;6;4
07/03/2016;5;18;27;8;3;5
06/03/2016;1;7;10;5;2;6
05/03/2016;1;8;10;6;2;6
04/03/2016;5;19;26;10;9;4
03/03/2016;5;19;26;15;9;3
02/03/2016;5;16;23;13;7;4
01/03/2016;4;18;25;15;6;5
29/02/2016;7;24;35;21;8;3
28/02/2016;2;10;13;23;9;4
27/02/2016;1;7;9;12;3;3
26/02/2016;9;22;36;9;9;4
25/02/2016;9;23;37;6;3;4
24/02/2016;19;30;59;20;18;6
23/02/2016;7;27;38;12;6;6
22/02/2016;16;29;55;31;15;9
21/02/2016;6;28;37;16;14;5
20/02/2016;14;29;50;20;17;8
19/02/2016;35;30;83;17;13;6
18/02/2016;4;16;22;7;4;7
17/02/2016;14;33;54;14;11;5
16/02/2016;9;20;34;12;5;4
15/02/2016;7;24;35;14;4;3
14/02/2016;1;7;9;7;2;4
13/02/2016;3;22;27;13;7;5
12/02/2016;8;33;45;7;6;4
11/02/2016;10;33;48;11;6;4
10/02/2016;10;33;48;8;7;5
09/02/2016;4;16;23;7;3;3
08/02/2016;5;17;25;7;4;3
07/02/2016;1;8;11;9;4;
06/02/2016;1;10;13;11;9;
05/02/2016;15;41;63;17;13;6
04/02/2016;27;44;85;17;12;5
03/02/2016;8;26;39;11;3;3
02/02/2016;15;32;54;27;14;5
01/02/2016;29;35;80;28;15;6
31/01/2016;3;16;22;14;9;6
30/01/2016;11;25;42;21;24;5
29/01/2016;15;43;66;19;8;5
28/01/2016;11;26;43;8;5;4
27/01/2016;3;17;23;13;9;4
26/01/2016;25;38;76;27;23;6
25/01/2016;7;26;36;15;12;4
24/01/2016;4;19;25;9;;5
23/01/2016;27;36;77;21;19;7
22/01/2016;39;38;98;11;7;5
21/01/2016;21;38;71;13;11;5
20/01/2016;25;50;87;22;17;7
19/01/2016;3;15;20;8;4;4
18/01/2016;4;14;19;6;3;4
17/01/2016;6;27;36;12;13;6
16/01/2016;3;14;19;10;4;4
15/01/2016;8;22;35;11;3;4
14/01/2016;7;19;30;5;2;3
13/01/2016;22;30;64;15;16;6
12/01/2016;6;19;29;8;3;4
11/01/2016;4;17;24;9;5;6
10/01/2016;2;11;15;6;4;3
09/01/2016;3;18;23;9;7;4
08/01/2016;19;43;72;8;7;3
07/01/2016;5;25;32;6;;3
06/01/2016;1;6;9;6;2;4
05/01/2016;3;15;20;9;3;9
04/01/2016;10;22;37;8;4;4
03/01/2016;1;5;8;5;3;3
02/01/2016;3;14;19;10;5;6
01/01/2016;3;15;20;12;11;4
