Date;NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);PM10 (µg/m3);SO2 (µg/m3)
30/08/2020;1;16;17;10;3
29/08/2020;1;11;11;10;3
28/08/2020;1;13;14;14;3
27/08/2020;4;12;18;13;3
26/08/2020;4;14;20;14;3
25/08/2020;5;15;23;14;3
24/08/2020;4;13;18;12;3
23/08/2020;1;9;10;13;3
22/08/2020;2;10;13;13;3
21/08/2020;1;10;10;17;3
20/08/2020;3;16;19;21;3
19/08/2020;2;22;24;10;3
18/08/2020;4;17;22;9;3
17/08/2020
16/08/2020
15/08/2020;1;8;9;22;2
14/08/2020;5;11;18;28;3
13/08/2020;3;12;17;12;3
12/08/2020;3;18;22;26;3
11/08/2020;3;24;28;24;3
10/08/2020;0;8;9;16;3
09/08/2020;1;9;11;22;3
08/08/2020;2;13;15;22;3
07/08/2020;2;21;24;34;3
06/08/2020;5;26;34;28;4
05/08/2020;6;18;26;19;3
04/08/2020;5;15;24;14;3
03/08/2020;6;13;22;13;2
02/08/2020;1;8;9;7;2
01/08/2020;1;9;11;18;2
31/07/2020;2;10;13;29;3
30/07/2020;6;15;23;24;3
29/07/2020;1;12;13;15;2
28/07/2020;4;13;19;19;2
27/07/2020;4;12;18;15;3
26/07/2020;2;9;12;12;3
25/07/2020;2;10;13;16;3
24/07/2020;5;19;26;22;3
23/07/2020;3;17;22;30;3
22/07/2020;4;18;24;32;2
21/07/2020;7;15;25;42;4
20/07/2020;5;15;22;27;2
19/07/2020;3;13;17;21;3
18/07/2020;3;13;18;19;2
17/07/2020;2;12;16;15;2
16/07/2020;5;16;23;15;3
15/07/2020;7;19;30;21;4
14/07/2020;5;20;28;25;5
13/07/2020;4;18;24;25;3
12/07/2020;2;14;16;16;2
11/07/2020;3;10;15;12;2
10/07/2020;3;14;17;30;2
09/07/2020;5;16;24;27;3
08/07/2020;8;17;29;27;3
07/07/2020;4;10;16;25;3
06/07/2020;6;6;15;16;2
05/07/2020;11;11;27;13;5
04/07/2020;13;11;31;17;3
03/07/2020;;;;19;2
02/07/2020;;;;9;2
01/07/2020;26;21;61;18;3
30/06/2020;20;15;46;14;2
29/06/2020;13;14;33;10;2
28/06/2020;10;6;22;8;2
27/06/2020;12;13;30;11;2
26/06/2020;8;16;29;12;2
25/06/2020;8;18;30;29;2
24/06/2020;13;28;48;45;2
23/06/2020;13;26;45;32;3
22/06/2020;7;13;24;15;2
21/06/2020;4;9;15;9;3
20/06/2020;5;12;20;11;2
19/06/2020;9;15;29;60;2
18/06/2020;5;15;23;19;2
17/06/2020;9;17;31;17;2
16/06/2020;6;19;27;17;2
15/06/2020;5;17;25;12;2
14/06/2020;3;8;13;11;2
13/06/2020;7;16;27;13;2
12/06/2020;5;17;25;12;2
11/06/2020;7;21;32;16;2
10/06/2020;9;19;32;24;3
09/06/2020;8;19;31;19;2
08/06/2020;5;14;22;11;2
07/06/2020;3;6;11;7;2
06/06/2020;3;7;11;10;1
05/06/2020;6;16;25;17;2
04/06/2020;3;12;16;13;2
03/06/2020;4;14;19;24;2
02/06/2020;6;16;25;33;2
01/06/2020;5;16;25;25;2
31/05/2020;5;13;21;26;2
30/05/2020;5;19;26;23;3
29/05/2020;9;28;42;34;5
28/05/2020;9;22;35;30;3
27/05/2020;10;26;41;47;4
26/05/2020;6;19;27;29;4
25/05/2020;5;14;21;22;2
24/05/2020;2;7;10;14;2
23/05/2020;1;5;7;8;1
22/05/2020;3;12;17;21;2
21/05/2020;3;19;23;26;2
20/05/2020;7;22;33;19;3
19/05/2020;5;20;27;20;2
18/05/2020;5;16;23;18;1
17/05/2020;2;10;12;16;2
16/05/2020;2;10;12;20;1
15/05/2020;3;15;19;18;1
14/05/2020;2;11;15;11;1
13/05/2020;3;13;17;11;1
12/05/2020;2;10;13;15;1
11/05/2020;6;16;25;13;1
10/05/2020;1;7;9;7;1
09/05/2020;1;7;9;17;1
08/05/2020;1;16;18;24;1
07/05/2020;3;22;26;31;1
06/05/2020;6;17;26;24;2
05/05/2020;2;12;15;16;1
04/05/2020;5;12;18;20;1
03/05/2020;1;7;8;11;1
02/05/2020;1;6;8;8;1
01/05/2020;1;3;5;9;1
30/04/2020;1;6;7;9;1
29/04/2020;3;11;15;11;1
28/04/2020;4;15;20;12;1
27/04/2020;3;15;19;17;1
26/04/2020;4;6;12;17;1
25/04/2020;4;11;18;24;1
24/04/2020;9;22;36;25;1
23/04/2020;7;17;28;19;1
22/04/2020;6;18;27;16;1
21/04/2020;4;10;16;9;1
20/04/2020;6;14;22;14;1
19/04/2020;4;8;14;8;1
18/04/2020;5;11;18;10;1
17/04/2020;4;9;15;8;1
16/04/2020;4;11;18;12;1
15/04/2020;5;11;18;11;1
14/04/2020;6;15;24;16;1
13/04/2020;4;10;16;13;1
12/04/2020;3;7;12;12;1
11/04/2020;4;11;17;13;1
10/04/2020;4;11;16;14;1
09/04/2020;4;10;16;13;1
08/04/2020;5;17;25;14;1
07/04/2020;7;15;26;8;1
06/04/2020;5;13;20;12;1
05/04/2020;4;5;12;9;1
04/04/2020;3;10;15;11;1
03/04/2020;3;15;20;17;1
02/04/2020;5;16;23;16;1
01/04/2020;2;13;16;7;1
31/03/2020;3;16;20;9;2
30/03/2020;2;11;13;10;1
29/03/2020;3;13;17;28;2
28/03/2020;4;20;26;22;3
27/03/2020;5;23;31;26;3
26/03/2020;3;17;21;20;2
25/03/2020;10;20;35;28;3
24/03/2020;10;22;37;31;1
23/03/2020;4;14;20;24;1
22/03/2020;5;16;24;46;2
21/03/2020;5;14;22;36;2
20/03/2020;7;13;24;21;1
19/03/2020;6;15;24;23;1
18/03/2020;18;36;64;33;1
17/03/2020;6;25;34;15;1
16/03/2020;2;13;15;6;1
15/03/2020;3;15;20;17;1
14/03/2020;8;20;32;18;2
13/03/2020;4;17;23;18;1
12/03/2020;8;30;42;19;1
11/03/2020;25;34;72;33;2
10/03/2020;20;33;64;38;1
09/03/2020;4;26;32;25;1
08/03/2020;6;18;27;18;1
07/03/2020;3;19;23;21;1
06/03/2020;2;15;17;16;1
05/03/2020;6;15;24;;1
04/03/2020;16;32;57;17;1
03/03/2020;2;16;19;16;1
02/03/2020;2;11;14;9;1
01/03/2020;2;13;16;20;1
29/02/2020;4;15;22;68;1
28/02/2020;17;28;53;66;2
27/02/2020;9;36;49;32;1
26/02/2020;3;23;28;12;1
25/02/2020;10;32;47;30;2
24/02/2020;20;35;65;51;4
23/02/2020;8;28;39;38;3
22/02/2020;16;25;48;32;2
21/02/2020;15;36;59;26;1
20/02/2020;25;37;75;25;2
19/02/2020;18;32;60;31;2
18/02/2020;13;29;48;23;2
17/02/2020;5;20;28;13;1
16/02/2020;5;8;16;11;3
15/02/2020;6;19;28;13;2
14/02/2020;15;35;57;28;2
13/02/2020;5;18;25;19;1
12/02/2020;9;28;41;18;1
11/02/2020;5;26;33;38;1
10/02/2020;23;25;60;28;2
09/02/2020;2;14;17;9;2
08/02/2020;4;31;37;27;2
07/02/2020;4;28;34;30;2
06/02/2020;16;36;60;24;2
05/02/2020;16;27;51;29;1
04/02/2020;7;26;38;35;2
03/02/2020;15;30;53;;6
02/02/2020;4;13;19;;3
01/02/2020;11;26;44;17;2
31/01/2020;8;22;34;11;2
30/01/2020;2;12;15;9;1
29/01/2020;13;30;50;20;3
28/01/2020;4;29;36;25;3
27/01/2020;1;11;13;10;4
26/01/2020;4;19;25;22;3
25/01/2020;9;28;42;37;3
24/01/2020;5;26;34;40;4
23/01/2020;26;34;74;31;3
22/01/2020;33;41;92;30;4
21/01/2020;26;36;76;25;3
20/01/2020;3;20;24;14;2
19/01/2020;0;5;5;11;2
18/01/2020;2;20;22;13;2
17/01/2020;4;27;33;17;2
16/01/2020;1;14;15;12;2
15/01/2020;7;24;35;20;3
14/01/2020;2;13;16;13;3
13/01/2020;12;24;42;19;4
12/01/2020;16;26;50;21;3
11/01/2020;9;25;40;19;3
10/01/2020;9;34;48;22;2
09/01/2020;4;23;28;17;3
08/01/2020;48;40;113;35;5
07/01/2020;44;38;105;31;3
06/01/2020;11;25;42;14;2
05/01/2020;6;23;31;16;2
04/01/2020;13;25;45;13;2
03/01/2020;32;39;88;26;2
02/01/2020;24;32;68;16;2
01/01/2020;7;23;34;23;2
