Temperature,Humidity,Precipitation,WindSpeed,WindDirection,Date,Station,wind_u,wind_v
6.4,85,0.0,8.0,176,2015-01-01,ALGORTA_BBIZI2,-7.980512402078594,0.5580517899530042
6.7,85,0.0,8.0,176,2015-01-01,BARAKALDO,-7.980512402078594,0.5580517899530042
4.7,82,0.0,8.0,176,2015-01-01,BASAURI,-7.980512402078594,0.5580517899530042
6.8,85,0.0,8.0,176,2015-01-01,ERANDIO,-7.980512402078594,0.5580517899530042
6.8,83,0.0,8.0,176,2015-01-01,MAZARREDO,-7.980512402078594,0.5580517899530042
6.3,84,0.0,8.0,176,2015-01-01,MUSKIZ,-7.980512402078594,0.5580517899530042
6.2,85,0.0,8.0,176,2015-01-01,SANTURCE,-7.980512402078594,0.5580517899530042
6.2,85,0.0,8.0,176,2015-01-01,Santurtzi,-7.980512402078594,0.5580517899530042
8.3,81,0.0,8.9,207,2015-01-02,ALGORTA_BBIZI2,-7.929958065276475,-4.040515447681965
8.6,81,0.0,8.9,207,2015-01-02,BARAKALDO,-7.929958065276475,-4.040515447681965
6.4,82,0.0,8.9,207,2015-01-02,BASAURI,-7.929958065276475,-4.040515447681965
8.7,81,0.0,8.9,207,2015-01-02,ERANDIO,-7.929958065276475,-4.040515447681965
8.9,80,0.0,8.9,207,2015-01-02,MAZARREDO,-7.929958065276475,-4.040515447681965
8.2,80,0.0,8.9,207,2015-01-02,MUSKIZ,-7.929958065276475,-4.040515447681965
8.1,81,0.0,8.9,207,2015-01-02,SANTURCE,-7.929958065276475,-4.040515447681965
8.1,81,0.0,8.9,207,2015-01-02,Santurtzi,-7.929958065276475,-4.040515447681965
8.9,80,0.0,13.0,215,2015-01-03,ALGORTA_BBIZI2,-10.648976575756894,-7.4564936725636
9.2,80,0.0,13.0,215,2015-01-03,BARAKALDO,-10.648976575756894,-7.4564936725636
7.9,78,0.0,13.0,215,2015-01-03,BASAURI,-10.648976575756894,-7.4564936725636
9.3,80,0.0,13.0,215,2015-01-03,ERANDIO,-10.648976575756894,-7.4564936725636
9.4,80,0.0,13.0,215,2015-01-03,MAZARREDO,-10.648976575756894,-7.4564936725636
8.8,81,0.0,13.0,215,2015-01-03,MUSKIZ,-10.648976575756894,-7.4564936725636
8.7,80,0.0,13.0,215,2015-01-03,SANTURCE,-10.648976575756894,-7.4564936725636
8.7,80,0.0,13.0,215,2015-01-03,Santurtzi,-10.648976575756894,-7.4564936725636
9.6,88,0.0,8.7,219,2015-01-04,ALGORTA_BBIZI2,-6.7611698646756455,-5.475087402133587
10.0,88,0.0,8.7,219,2015-01-04,BARAKALDO,-6.7611698646756455,-5.475087402133587
8.2,89,0.0,8.7,219,2015-01-04,BASAURI,-6.7611698646756455,-5.475087402133587
10.1,88,0.0,8.7,219,2015-01-04,ERANDIO,-6.7611698646756455,-5.475087402133587
10.1,87,0.0,8.7,219,2015-01-04,MAZARREDO,-6.7611698646756455,-5.475087402133587
9.8,89,0.0,8.7,219,2015-01-04,MUSKIZ,-6.7611698646756455,-5.475087402133587
9.4,88,0.0,8.7,219,2015-01-04,SANTURCE,-6.7611698646756455,-5.475087402133587
9.4,88,0.0,8.7,219,2015-01-04,Santurtzi,-6.7611698646756455,-5.475087402133587
9.0,85,0.0,13.9,170,2015-01-05,ALGORTA_BBIZI2,-13.688827766869691,2.413709669570331
9.4,85,0.0,13.9,170,2015-01-05,BARAKALDO,-13.688827766869691,2.413709669570331
7.9,87,0.0,13.9,170,2015-01-05,BASAURI,-13.688827766869691,2.413709669570331
9.5,85,0.0,13.9,170,2015-01-05,ERANDIO,-13.688827766869691,2.413709669570331
9.5,86,0.0,13.9,170,2015-01-05,MAZARREDO,-13.688827766869691,2.413709669570331
9.2,86,0.0,13.9,170,2015-01-05,MUSKIZ,-13.688827766869691,2.413709669570331
8.9,85,0.0,13.9,170,2015-01-05,SANTURCE,-13.688827766869691,2.413709669570331
8.9,85,0.0,13.9,170,2015-01-05,Santurtzi,-13.688827766869691,2.413709669570331
9.2,86,0.0,10.2,224,2015-01-06,ALGORTA_BBIZI2,-7.33726596345424,-7.085515378681771
9.5,86,0.0,10.2,224,2015-01-06,BARAKALDO,-7.33726596345424,-7.085515378681771
7.8,88,0.0,10.2,224,2015-01-06,BASAURI,-7.33726596345424,-7.085515378681771
9.6,86,0.0,10.2,224,2015-01-06,ERANDIO,-7.33726596345424,-7.085515378681771
9.7,86,0.0,10.2,224,2015-01-06,MAZARREDO,-7.33726596345424,-7.085515378681771
9.3,86,0.0,10.2,224,2015-01-06,MUSKIZ,-7.33726596345424,-7.085515378681771
9.0,86,0.0,10.2,224,2015-01-06,SANTURCE,-7.33726596345424,-7.085515378681771
9.0,86,0.0,10.2,224,2015-01-06,Santurtzi,-7.33726596345424,-7.085515378681771
8.5,86,0.0,10.5,186,2015-01-07,ALGORTA_BBIZI2,-10.44247990136687,-1.0975488643103617
8.8,86,0.0,10.5,186,2015-01-07,BARAKALDO,-10.44247990136687,-1.0975488643103617
7.8,88,0.0,10.5,186,2015-01-07,BASAURI,-10.44247990136687,-1.0975488643103617
9.0,86,0.0,10.5,186,2015-01-07,ERANDIO,-10.44247990136687,-1.0975488643103617
9.0,86,0.0,10.5,186,2015-01-07,MAZARREDO,-10.44247990136687,-1.0975488643103617
8.4,87,0.0,10.5,186,2015-01-07,MUSKIZ,-10.44247990136687,-1.0975488643103617
8.3,86,0.0,10.5,186,2015-01-07,SANTURCE,-10.44247990136687,-1.0975488643103617
8.3,86,0.0,10.5,186,2015-01-07,Santurtzi,-10.44247990136687,-1.0975488643103617
8.6,81,0.3,15.3,208,2015-01-08,ALGORTA_BBIZI2,-13.509098170741582,-7.18291491062413
8.9,81,0.3,15.3,208,2015-01-08,BARAKALDO,-13.509098170741582,-7.18291491062413
7.3,82,0.3,15.3,208,2015-01-08,BASAURI,-13.509098170741582,-7.18291491062413
9.0,81,0.3,15.3,208,2015-01-08,ERANDIO,-13.509098170741582,-7.18291491062413
9.1,81,0.3,15.3,208,2015-01-08,MAZARREDO,-13.509098170741582,-7.18291491062413
8.5,81,0.3,15.3,208,2015-01-08,MUSKIZ,-13.509098170741582,-7.18291491062413
8.4,81,0.3,15.3,208,2015-01-08,SANTURCE,-13.509098170741582,-7.18291491062413
8.4,81,0.3,15.3,208,2015-01-08,Santurtzi,-13.509098170741582,-7.18291491062413
10.6,79,0.0,14.1,202,2015-01-09,ALGORTA_BBIZI2,-13.073292349391702,-5.28195296716436
10.9,79,0.0,14.1,202,2015-01-09,BARAKALDO,-13.073292349391702,-5.28195296716436
9.9,78,0.0,14.1,202,2015-01-09,BASAURI,-13.073292349391702,-5.28195296716436
11.0,79,0.0,14.1,202,2015-01-09,ERANDIO,-13.073292349391702,-5.28195296716436
11.1,79,0.0,14.1,202,2015-01-09,MAZARREDO,-13.073292349391702,-5.28195296716436
10.8,79,0.0,14.1,202,2015-01-09,MUSKIZ,-13.073292349391702,-5.28195296716436
10.4,79,0.0,14.1,202,2015-01-09,SANTURCE,-13.073292349391702,-5.28195296716436
10.4,79,0.0,14.1,202,2015-01-09,Santurtzi,-13.073292349391702,-5.28195296716436
9.4,86,0.0,11.8,229,2015-01-10,ALGORTA_BBIZI2,-7.741496542087987,-8.90557304662871
9.7,86,0.0,11.8,229,2015-01-10,BARAKALDO,-7.741496542087987,-8.90557304662871
8.4,86,0.0,11.8,229,2015-01-10,BASAURI,-7.741496542087987,-8.90557304662871
9.8,86,0.0,11.8,229,2015-01-10,ERANDIO,-7.741496542087987,-8.90557304662871
9.9,86,0.0,11.8,229,2015-01-10,MAZARREDO,-7.741496542087987,-8.90557304662871
9.6,86,0.0,11.8,229,2015-01-10,MUSKIZ,-7.741496542087987,-8.90557304662871
9.2,86,0.0,11.8,229,2015-01-10,SANTURCE,-7.741496542087987,-8.90557304662871
9.2,86,0.0,11.8,229,2015-01-10,Santurtzi,-7.741496542087987,-8.90557304662871
9.9,86,4.1,17.4,313,2015-01-11,ALGORTA_BBIZI2,11.866771465087474,-12.725554408173563
10.2,86,4.1,17.4,313,2015-01-11,BARAKALDO,11.866771465087474,-12.725554408173563
9.0,91,4.1,17.4,313,2015-01-11,BASAURI,11.866771465087474,-12.725554408173563
10.4,86,4.1,17.4,313,2015-01-11,ERANDIO,11.866771465087474,-12.725554408173563
10.4,85,4.1,17.4,313,2015-01-11,MAZARREDO,11.866771465087474,-12.725554408173563
10.1,87,4.1,17.4,313,2015-01-11,MUSKIZ,11.866771465087474,-12.725554408173563
9.7,86,4.1,17.4,313,2015-01-11,SANTURCE,11.866771465087474,-12.725554408173563
9.7,86,4.1,17.4,313,2015-01-11,Santurtzi,11.866771465087474,-12.725554408173563
8.1,75,0.0,21.0,189,2015-01-12,ALGORTA_BBIZI2,-20.741455152497892,-3.2851237658448453
8.4,76,0.0,21.0,189,2015-01-12,BARAKALDO,-20.741455152497892,-3.2851237658448453
6.8,77,0.0,21.0,189,2015-01-12,BASAURI,-20.741455152497892,-3.2851237658448453
8.5,76,0.0,21.0,189,2015-01-12,ERANDIO,-20.741455152497892,-3.2851237658448453
8.5,76,0.0,21.0,189,2015-01-12,MAZARREDO,-20.741455152497892,-3.2851237658448453
8.2,75,0.0,21.0,189,2015-01-12,MUSKIZ,-20.741455152497892,-3.2851237658448453
7.9,75,0.0,21.0,189,2015-01-12,SANTURCE,-20.741455152497892,-3.2851237658448453
7.9,75,0.0,21.0,189,2015-01-12,Santurtzi,-20.741455152497892,-3.2851237658448453
11.9,64,0.3,27.6,203,2015-01-13,ALGORTA_BBIZI2,-25.405933955287356,-10.78417914630395
12.2,64,0.3,27.6,203,2015-01-13,BARAKALDO,-25.405933955287356,-10.78417914630395
11.3,64,0.3,27.6,203,2015-01-13,BASAURI,-25.405933955287356,-10.78417914630395
12.3,64,0.3,27.6,203,2015-01-13,ERANDIO,-25.405933955287356,-10.78417914630395
12.3,64,0.3,27.6,203,2015-01-13,MAZARREDO,-25.405933955287356,-10.78417914630395
12.0,64,0.3,27.6,203,2015-01-13,MUSKIZ,-25.405933955287356,-10.78417914630395
11.7,64,0.3,27.6,203,2015-01-13,SANTURCE,-25.405933955287356,-10.78417914630395
11.7,64,0.3,27.6,203,2015-01-13,Santurtzi,-25.405933955287356,-10.78417914630395
10.1,76,1.7,22.5,198,2015-01-14,ALGORTA_BBIZI2,-21.398771616640957,-6.952882373436314
10.4,76,1.7,22.5,198,2015-01-14,BARAKALDO,-21.398771616640957,-6.952882373436314
9.6,76,1.7,22.5,198,2015-01-14,BASAURI,-21.398771616640957,-6.952882373436314
10.5,76,1.7,22.5,198,2015-01-14,ERANDIO,-21.398771616640957,-6.952882373436314
10.8,75,1.7,22.5,198,2015-01-14,MAZARREDO,-21.398771616640957,-6.952882373436314
10.1,77,1.7,22.5,198,2015-01-14,MUSKIZ,-21.398771616640957,-6.952882373436314
9.9,76,1.7,22.5,198,2015-01-14,SANTURCE,-21.398771616640957,-6.952882373436314
9.9,76,1.7,22.5,198,2015-01-14,Santurtzi,-21.398771616640957,-6.952882373436314
11.2,67,5.2,32.6,203,2015-01-15,ALGORTA_BBIZI2,-30.008458222549557,-12.737834788750318
11.5,67,5.2,32.6,203,2015-01-15,BARAKALDO,-30.008458222549557,-12.737834788750318
10.8,67,5.2,32.6,203,2015-01-15,BASAURI,-30.008458222549557,-12.737834788750318
11.6,67,5.2,32.6,203,2015-01-15,ERANDIO,-30.008458222549557,-12.737834788750318
11.6,66,5.2,32.6,203,2015-01-15,MAZARREDO,-30.008458222549557,-12.737834788750318
11.4,68,5.2,32.6,203,2015-01-15,MUSKIZ,-30.008458222549557,-12.737834788750318
11.0,67,5.2,32.6,203,2015-01-15,SANTURCE,-30.008458222549557,-12.737834788750318
11.0,67,5.2,32.6,203,2015-01-15,Santurtzi,-30.008458222549557,-12.737834788750318
7.5,82,12.0,29.8,273,2015-01-16,ALGORTA_BBIZI2,1.5596114960397296,-29.7591601356863
7.8,82,12.0,29.8,273,2015-01-16,BARAKALDO,1.5596114960397296,-29.7591601356863
7.4,85,12.0,29.8,273,2015-01-16,BASAURI,1.5596114960397296,-29.7591601356863
7.9,82,12.0,29.8,273,2015-01-16,ERANDIO,1.5596114960397296,-29.7591601356863
8.0,81,12.0,29.8,273,2015-01-16,MAZARREDO,1.5596114960397296,-29.7591601356863
7.6,83,12.0,29.8,273,2015-01-16,MUSKIZ,1.5596114960397296,-29.7591601356863
7.3,82,12.0,29.8,273,2015-01-16,SANTURCE,1.5596114960397296,-29.7591601356863
7.3,82,12.0,29.8,273,2015-01-16,Santurtzi,1.5596114960397296,-29.7591601356863
7.2,74,4.2,21.3,263,2015-01-17,ALGORTA_BBIZI2,-2.5958170145296346,-21.141233029960162
7.5,74,4.2,21.3,263,2015-01-17,BARAKALDO,-2.5958170145296346,-21.141233029960162
6.6,77,4.2,21.3,263,2015-01-17,BASAURI,-2.5958170145296346,-21.141233029960162
7.6,74,4.2,21.3,263,2015-01-17,ERANDIO,-2.5958170145296346,-21.141233029960162
7.7,74,4.2,21.3,263,2015-01-17,MAZARREDO,-2.5958170145296346,-21.141233029960162
7.1,75,4.2,21.3,263,2015-01-17,MUSKIZ,-2.5958170145296346,-21.141233029960162
7.0,74,4.2,21.3,263,2015-01-17,SANTURCE,-2.5958170145296346,-21.141233029960162
7.0,74,4.2,21.3,263,2015-01-17,Santurtzi,-2.5958170145296346,-21.141233029960162
8.2,65,5.2,23.5,200,2015-01-18,ALGORTA_BBIZI2,-22.08277658846885,-8.037473368153213
8.6,65,5.2,23.5,200,2015-01-18,BARAKALDO,-22.08277658846885,-8.037473368153213
7.9,65,5.2,23.5,200,2015-01-18,BASAURI,-22.08277658846885,-8.037473368153213
8.7,65,5.2,23.5,200,2015-01-18,ERANDIO,-22.08277658846885,-8.037473368153213
8.6,65,5.2,23.5,200,2015-01-18,MAZARREDO,-22.08277658846885,-8.037473368153213
8.4,65,5.2,23.5,200,2015-01-18,MUSKIZ,-22.08277658846885,-8.037473368153213
8.1,65,5.2,23.5,200,2015-01-18,SANTURCE,-22.08277658846885,-8.037473368153213
8.1,65,5.2,23.5,200,2015-01-18,Santurtzi,-22.08277658846885,-8.037473368153213
6.7,76,10.1,29.3,324,2015-01-19,ALGORTA_BBIZI2,23.704197935185956,-17.22210789216947
7.0,76,10.1,29.3,324,2015-01-19,BARAKALDO,23.704197935185956,-17.22210789216947
6.4,80,10.1,29.3,324,2015-01-19,BASAURI,23.704197935185956,-17.22210789216947
7.2,76,10.1,29.3,324,2015-01-19,ERANDIO,23.704197935185956,-17.22210789216947
7.2,76,10.1,29.3,324,2015-01-19,MAZARREDO,23.704197935185956,-17.22210789216947
6.8,76,10.1,29.3,324,2015-01-19,MUSKIZ,23.704197935185956,-17.22210789216947
6.5,76,10.1,29.3,324,2015-01-19,SANTURCE,23.704197935185956,-17.22210789216947
6.5,76,10.1,29.3,324,2015-01-19,Santurtzi,23.704197935185956,-17.22210789216947
5.9,77,0.8,9.7,226,2015-01-20,ALGORTA_BBIZI2,-6.738186193452273,-6.977596063284916
6.2,78,0.8,9.7,226,2015-01-20,BARAKALDO,-6.738186193452273,-6.977596063284916
5.2,83,0.8,9.7,226,2015-01-20,BASAURI,-6.738186193452273,-6.977596063284916
6.3,78,0.8,9.7,226,2015-01-20,ERANDIO,-6.738186193452273,-6.977596063284916
6.3,77,0.8,9.7,226,2015-01-20,MAZARREDO,-6.738186193452273,-6.977596063284916
5.9,79,0.8,9.7,226,2015-01-20,MUSKIZ,-6.738186193452273,-6.977596063284916
5.7,77,0.8,9.7,226,2015-01-20,SANTURCE,-6.738186193452273,-6.977596063284916
5.7,77,0.8,9.7,226,2015-01-20,Santurtzi,-6.738186193452273,-6.977596063284916
6.4,84,8.8,28.6,268,2015-01-21,ALGORTA_BBIZI2,-0.9981256056915219,-28.58257765274614
6.8,84,8.8,28.6,268,2015-01-21,BARAKALDO,-0.9981256056915219,-28.58257765274614
6.0,87,8.8,28.6,268,2015-01-21,BASAURI,-0.9981256056915219,-28.58257765274614
6.9,84,8.8,28.6,268,2015-01-21,ERANDIO,-0.9981256056915219,-28.58257765274614
6.9,84,8.8,28.6,268,2015-01-21,MAZARREDO,-0.9981256056915219,-28.58257765274614
6.5,85,8.8,28.6,268,2015-01-21,MUSKIZ,-0.9981256056915219,-28.58257765274614
6.2,84,8.8,28.6,268,2015-01-21,SANTURCE,-0.9981256056915219,-28.58257765274614
6.2,84,8.8,28.6,268,2015-01-21,Santurtzi,-0.9981256056915219,-28.58257765274614
6.7,87,18.8,27.6,306,2015-01-22,ALGORTA_BBIZI2,16.222872963272252,-22.328869044748554
7.1,87,18.8,27.6,306,2015-01-22,BARAKALDO,16.222872963272252,-22.328869044748554
6.4,91,18.8,27.6,306,2015-01-22,BASAURI,16.222872963272252,-22.328869044748554
7.2,87,18.8,27.6,306,2015-01-22,ERANDIO,16.222872963272252,-22.328869044748554
7.2,87,18.8,27.6,306,2015-01-22,MAZARREDO,16.222872963272252,-22.328869044748554
6.8,89,18.8,27.6,306,2015-01-22,MUSKIZ,16.222872963272252,-22.328869044748554
6.5,87,18.8,27.6,306,2015-01-22,SANTURCE,16.222872963272252,-22.328869044748554
6.5,87,18.8,27.6,306,2015-01-22,Santurtzi,16.222872963272252,-22.328869044748554
6.7,80,3.6,13.3,337,2015-01-23,ALGORTA_BBIZI2,12.242714550917457,-5.196724008907343
7.0,80,3.6,13.3,337,2015-01-23,BARAKALDO,12.242714550917457,-5.196724008907343
6.3,86,3.6,13.3,337,2015-01-23,BASAURI,12.242714550917457,-5.196724008907343
7.1,80,3.6,13.3,337,2015-01-23,ERANDIO,12.242714550917457,-5.196724008907343
7.2,79,3.6,13.3,337,2015-01-23,MAZARREDO,12.242714550917457,-5.196724008907343
6.7,82,3.6,13.3,337,2015-01-23,MUSKIZ,12.242714550917457,-5.196724008907343
6.5,80,3.6,13.3,337,2015-01-23,SANTURCE,12.242714550917457,-5.196724008907343
6.5,80,3.6,13.3,337,2015-01-23,Santurtzi,12.242714550917457,-5.196724008907343
7.2,81,1.5,20.3,296,2015-01-24,ALGORTA_BBIZI2,8.898934279818272,-18.245519139873092
7.5,81,1.5,20.3,296,2015-01-24,BARAKALDO,8.898934279818272,-18.245519139873092
6.4,85,1.5,20.3,296,2015-01-24,BASAURI,8.898934279818272,-18.245519139873092
7.6,81,1.5,20.3,296,2015-01-24,ERANDIO,8.898934279818272,-18.245519139873092
7.7,79,1.5,20.3,296,2015-01-24,MAZARREDO,8.898934279818272,-18.245519139873092
7.1,84,1.5,20.3,296,2015-01-24,MUSKIZ,8.898934279818272,-18.245519139873092
7.0,81,1.5,20.3,296,2015-01-24,SANTURCE,8.898934279818272,-18.245519139873092
7.0,81,1.5,20.3,296,2015-01-24,Santurtzi,8.898934279818272,-18.245519139873092
6.8,77,0.4,15.5,31,2015-01-25,ALGORTA_BBIZI2,13.286093160882741,7.98309016110584
7.1,77,0.4,15.5,31,2015-01-25,BARAKALDO,13.286093160882741,7.98309016110584
6.1,83,0.4,15.5,31,2015-01-25,BASAURI,13.286093160882741,7.98309016110584
7.2,77,0.4,15.5,31,2015-01-25,ERANDIO,13.286093160882741,7.98309016110584
7.1,77,0.4,15.5,31,2015-01-25,MAZARREDO,13.286093160882741,7.98309016110584
7.0,79,0.4,15.5,31,2015-01-25,MUSKIZ,13.286093160882741,7.98309016110584
6.6,77,0.4,15.5,31,2015-01-25,SANTURCE,13.286093160882741,7.98309016110584
6.6,77,0.4,15.5,31,2015-01-25,Santurtzi,13.286093160882741,7.98309016110584
7.1,78,0.0,11.3,307,2015-01-26,ALGORTA_BBIZI2,6.800509761618142,-9.024581263534412
7.4,78,0.0,11.3,307,2015-01-26,BARAKALDO,6.800509761618142,-9.024581263534412
6.6,80,0.0,11.3,307,2015-01-26,BASAURI,6.800509761618142,-9.024581263534412
7.5,78,0.0,11.3,307,2015-01-26,ERANDIO,6.800509761618142,-9.024581263534412
7.5,77,0.0,11.3,307,2015-01-26,MAZARREDO,6.800509761618142,-9.024581263534412
7.3,79,0.0,11.3,307,2015-01-26,MUSKIZ,6.800509761618142,-9.024581263534412
6.9,78,0.0,11.3,307,2015-01-26,SANTURCE,6.800509761618142,-9.024581263534412
6.9,78,0.0,11.3,307,2015-01-26,Santurtzi,6.800509761618142,-9.024581263534412
9.0,82,4.1,17.7,316,2015-01-27,ALGORTA_BBIZI2,12.73231446599412,-12.295453157124257
9.4,82,4.1,17.7,316,2015-01-27,BARAKALDO,12.73231446599412,-12.295453157124257
8.7,87,4.1,17.7,316,2015-01-27,BASAURI,12.73231446599412,-12.295453157124257
9.5,83,4.1,17.7,316,2015-01-27,ERANDIO,12.73231446599412,-12.295453157124257
9.5,81,4.1,17.7,316,2015-01-27,MAZARREDO,12.73231446599412,-12.295453157124257
9.2,83,4.1,17.7,316,2015-01-27,MUSKIZ,12.73231446599412,-12.295453157124257
8.9,82,4.1,17.7,316,2015-01-27,SANTURCE,12.73231446599412,-12.295453157124257
8.9,82,4.1,17.7,316,2015-01-27,Santurtzi,12.73231446599412,-12.295453157124257
9.3,82,0.7,15.1,275,2015-01-28,ALGORTA_BBIZI2,1.316051715489634,-15.042539941185357
9.6,82,0.7,15.1,275,2015-01-28,BARAKALDO,1.316051715489634,-15.042539941185357
8.9,85,0.7,15.1,275,2015-01-28,BASAURI,1.316051715489634,-15.042539941185357
9.7,82,0.7,15.1,275,2015-01-28,ERANDIO,1.316051715489634,-15.042539941185357
9.7,81,0.7,15.1,275,2015-01-28,MAZARREDO,1.316051715489634,-15.042539941185357
9.5,82,0.7,15.1,275,2015-01-28,MUSKIZ,1.316051715489634,-15.042539941185357
9.1,82,0.7,15.1,275,2015-01-28,SANTURCE,1.316051715489634,-15.042539941185357
9.1,82,0.7,15.1,275,2015-01-28,Santurtzi,1.316051715489634,-15.042539941185357
11.4,79,4.9,34.7,260,2015-01-29,ALGORTA_BBIZI2,-6.025591765042483,-34.17282902952362
11.8,79,4.9,34.7,260,2015-01-29,BARAKALDO,-6.025591765042483,-34.17282902952362
11.4,79,4.9,34.7,260,2015-01-29,BASAURI,-6.025591765042483,-34.17282902952362
11.9,79,4.9,34.7,260,2015-01-29,ERANDIO,-6.025591765042483,-34.17282902952362
11.8,79,4.9,34.7,260,2015-01-29,MAZARREDO,-6.025591765042483,-34.17282902952362
11.6,79,4.9,34.7,260,2015-01-29,MUSKIZ,-6.025591765042483,-34.17282902952362
11.2,79,4.9,34.7,260,2015-01-29,SANTURCE,-6.025591765042483,-34.17282902952362
11.2,79,4.9,34.7,260,2015-01-29,Santurtzi,-6.025591765042483,-34.17282902952362
8.9,90,49.5,40.1,296,2015-01-30,ALGORTA_BBIZI2,17.578682986242004,-36.0416412565966
9.3,90,49.5,40.1,296,2015-01-30,BARAKALDO,17.578682986242004,-36.0416412565966
8.9,91,49.5,40.1,296,2015-01-30,BASAURI,17.578682986242004,-36.0416412565966
9.4,90,49.5,40.1,296,2015-01-30,ERANDIO,17.578682986242004,-36.0416412565966
9.3,90,49.5,40.1,296,2015-01-30,MAZARREDO,17.578682986242004,-36.0416412565966
9.2,90,49.5,40.1,296,2015-01-30,MUSKIZ,17.578682986242004,-36.0416412565966
8.7,90,49.5,40.1,296,2015-01-30,SANTURCE,17.578682986242004,-36.0416412565966
8.7,90,49.5,40.1,296,2015-01-30,Santurtzi,17.578682986242004,-36.0416412565966
6.5,87,18.5,32.7,287,2015-01-31,ALGORTA_BBIZI2,9.56055474443349,-31.27116551999126
6.8,87,18.5,32.7,287,2015-01-31,BARAKALDO,9.56055474443349,-31.27116551999126
6.4,89,18.5,32.7,287,2015-01-31,BASAURI,9.56055474443349,-31.27116551999126
6.9,87,18.5,32.7,287,2015-01-31,ERANDIO,9.56055474443349,-31.27116551999126
6.9,87,18.5,32.7,287,2015-01-31,MAZARREDO,9.56055474443349,-31.27116551999126
6.6,88,18.5,32.7,287,2015-01-31,MUSKIZ,9.56055474443349,-31.27116551999126
6.3,87,18.5,32.7,287,2015-01-31,SANTURCE,9.56055474443349,-31.27116551999126
6.3,87,18.5,32.7,287,2015-01-31,Santurtzi,9.56055474443349,-31.27116551999126
4.8,90,24.3,35.1,300,2015-02-01,ALGORTA_BBIZI2,17.550000000000004,-30.397491672833794
5.1,90,24.3,35.1,300,2015-02-01,BARAKALDO,17.550000000000004,-30.397491672833794
4.5,93,24.3,35.1,300,2015-02-01,BASAURI,17.550000000000004,-30.397491672833794
5.2,90,24.3,35.1,300,2015-02-01,ERANDIO,17.550000000000004,-30.397491672833794
5.1,90,24.3,35.1,300,2015-02-01,MAZARREDO,17.550000000000004,-30.397491672833794
4.9,91,24.3,35.1,300,2015-02-01,MUSKIZ,17.550000000000004,-30.397491672833794
4.6,90,24.3,35.1,300,2015-02-01,SANTURCE,17.550000000000004,-30.397491672833794
4.6,90,24.3,35.1,300,2015-02-01,Santurtzi,17.550000000000004,-30.397491672833794
7.2,76,4.3,16.9,227,2015-02-02,ALGORTA_BBIZI2,-11.525772285056226,-12.35987755736398
7.5,76,4.3,16.9,227,2015-02-02,BARAKALDO,-11.525772285056226,-12.35987755736398
6.7,80,4.3,16.9,227,2015-02-02,BASAURI,-11.525772285056226,-12.35987755736398
7.6,77,4.3,16.9,227,2015-02-02,ERANDIO,-11.525772285056226,-12.35987755736398
7.6,76,4.3,16.9,227,2015-02-02,MAZARREDO,-11.525772285056226,-12.35987755736398
7.2,78,4.3,16.9,227,2015-02-02,MUSKIZ,-11.525772285056226,-12.35987755736398
7.0,76,4.3,16.9,227,2015-02-02,SANTURCE,-11.525772285056226,-12.35987755736398
7.0,76,4.3,16.9,227,2015-02-02,Santurtzi,-11.525772285056226,-12.35987755736398
5.5,86,17.9,31.8,352,2015-02-03,ALGORTA_BBIZI2,31.490524585981934,-4.4257046105300955
5.8,86,17.9,31.8,352,2015-02-03,BARAKALDO,31.490524585981934,-4.4257046105300955
5.3,89,17.9,31.8,352,2015-02-03,BASAURI,31.490524585981934,-4.4257046105300955
5.9,86,17.9,31.8,352,2015-02-03,ERANDIO,31.490524585981934,-4.4257046105300955
5.8,85,17.9,31.8,352,2015-02-03,MAZARREDO,31.490524585981934,-4.4257046105300955
5.6,86,17.9,31.8,352,2015-02-03,MUSKIZ,31.490524585981934,-4.4257046105300955
5.3,86,17.9,31.8,352,2015-02-03,SANTURCE,31.490524585981934,-4.4257046105300955
5.3,86,17.9,31.8,352,2015-02-03,Santurtzi,31.490524585981934,-4.4257046105300955
3.0,87,18.7,25.6,2,2015-02-04,ALGORTA_BBIZI2,25.584405171688854,0.8934271155840249
3.3,87,18.7,25.6,2,2015-02-04,BARAKALDO,25.584405171688854,0.8934271155840249
2.6,90,18.7,25.6,2,2015-02-04,BASAURI,25.584405171688854,0.8934271155840249
3.5,87,18.7,25.6,2,2015-02-04,ERANDIO,25.584405171688854,0.8934271155840249
3.5,86,18.7,25.6,2,2015-02-04,MAZARREDO,25.584405171688854,0.8934271155840249
3.1,89,18.7,25.6,2,2015-02-04,MUSKIZ,25.584405171688854,0.8934271155840249
2.8,87,18.7,25.6,2,2015-02-04,SANTURCE,25.584405171688854,0.8934271155840249
2.8,87,18.7,25.6,2,2015-02-04,Santurtzi,25.584405171688854,0.8934271155840249
4.0,85,15.4,26.2,4,2015-02-05,ALGORTA_BBIZI2,26.136178116807393,1.8276196120960828
4.3,85,15.4,26.2,4,2015-02-05,BARAKALDO,26.136178116807393,1.8276196120960828
3.5,89,15.4,26.2,4,2015-02-05,BASAURI,26.136178116807393,1.8276196120960828
4.4,85,15.4,26.2,4,2015-02-05,ERANDIO,26.136178116807393,1.8276196120960828
4.4,84,15.4,26.2,4,2015-02-05,MAZARREDO,26.136178116807393,1.8276196120960828
